iso3,country,income_group,avg_emissions,avg_policies_last_5_years,emission_pct_change,emission_change
BTN,Bhutan,Lower middle income,-5.511369527504348,0.2608695652173913,-0.08617883676606301,0.4627314175999997
BWA,Botswana,Upper middle income,8.101974112,2.4782608695652173,0.23166399575554028,1.8361817030000003
CAF,Central African Republic,Low income,-217.58059434726047,0.5217391304347826,-0.017667948006054462,3.876332619431196
CAN,Canada,High income,726.1350849452174,47.391304347826086,0.11447273553518347,76.95415111200009
CHE,Switzerland,High income,50.144064374869565,14.304347826086957,-0.25773510445696035,-15.207259597000004
CHL,Chile,High income,45.15383617847826,13.08695652173913,3.588496377772842,53.217046903999986
CHN,People's Republic of China,Upper middle income,10294.699549292609,38.52173913043478,2.1563354817275098,9913.731419159998
CIV,Cote D'ivoire,Lower middle income,52.78668715195653,1.2173913043478262,-0.05126867825656839,-3.066561747999998
CMR,Cameroon,Lower middle income,-40.25598379365217,0.9565217391304348,-0.23858266166699812,10.475176947400001
COD,Democratic Republic of the Congo,Low income,289.2319029509335,2.0869565217391304,-0.8587962971890984,-322.03110526287
COG,Republic of the Congo,Lower middle income,0.43635628908956514,1.391304347826087,-1.4272893102740787,-11.756594337660005
COL,Colombia,Upper middle income,269.90594912113045,14.173913043478262,0.1957438318228591,51.316985816
COM,Comoros,Lower middle income,-1.4487550779028553,0.6086956521739131,-0.4462567312306078,0.8686335892535013
CPV,Cabo Verde,Lower middle income,0.7282837081619892,0.6086956521739131,2.4035482295989112,0.7537311882967731
CRI,Costa Rica,Upper middle income,16.544897723917135,5.869565217391305,-0.5452204308051631,-16.618000457094098
CUB,Cuba,Upper middle income,41.34661128678261,1.6521739130434783,-0.7427783835522671,-51.16873021100001
CYM,Cayman Islands,High income,0.24252777157046956,0.21739130434782608,1.4234356361251759,0.20254421911739998
CYP,Cyprus,High income,8.929681486713044,4.3478260869565215,0.2492157232401377,2.050883474400001
CZE,Czechia,High income,136.21638895052175,6.521739130434782,-0.04808814285745764,-6.95869755199999
DEU,Germany,High income,910.0612088435652,34.0,-0.24597235639344442,-250.972044374
DJI,Djibouti,Lower middle income,-2.561430721019195,0.391304347826087,-12.728369633728953,-5.174214335795154
DMA,Dominica,Upper middle income,-1.0216403218893821,0.4782608695652174,167.2920008398462,-2.5990871763589998
DNK,Denmark,High income,62.92118309567639,12.304347826086957,-0.35509036665930843,-26.788347780389998
