year,pop_total,electricity_from_renewables_pct,renewable_energy_consumption_pct,forest_area_pct,gdp_2015_usd,imports_2015_usd,industry_value_added_2015_usd,manufacturing_value_added_2015_usd,exports_2015_usd,iso_alpha_3
2015,3190318707.0,3.48903018731186,23.2586860898365,23.1145831227005,10246602222996.3,2728615134150.42,3273563871263.52,1731527073233.75,2407549662397.29,
2014,3146800078.0,3.50961500552072,23.4797969089408,23.2095556579119,9814220343546.35,2749089095797.4,3152860510037.72,1646121643904.45,2391413166458.7,
2013,3103677284.0,2.3563139168494,24.0310143347149,23.3001834954405,9425732967452.71,2696883682464.93,3047810045823.5,1566731902518.07,2345739951156.65,
2012,3058869436.0,2.90734086776475,23.7733426106844,23.3917413516426,9058683565794.05,2686072412181.64,2978070032391.96,1515320577698.13,2279663314704.53,
2011,3013476947.0,1.98646081482845,24.1114815363071,23.4832648797478,8694956966447.33,2575492680608.54,2894878019543.87,1467818423907.49,2184701585335.32,
2010,2967104472.0,1.7620899873883,24.8677344772296,23.5748549328647,8286967865765.73,2363112346653.7,2775374830752.24,1387838014945.33,2033237122969.61,
2009,2921563644.0,2.10432914261005,25.4221953186103,23.6395645524701,7780406063190.64,2088925406589.88,2605392298865.17,1289512820169.02,1789322538014.52,
2008,2875943965.0,2.21536332592488,25.9558496427718,23.7047339526198,7724822927195.44,2305419647156.54,2647292564301.57,1307558588557.68,1950498094928.14,
2007,2830531957.0,1.51388808258606,26.2262030974842,23.7693288338894,7467295975980.11,2110053219769.55,2573179615409.72,1268757567750.52,1872951603214.46,
2006,2784726644.0,1.19274082397326,27.1669158641438,23.8342816599609,7064082175705.15,1912071108354.91,2461434508470.81,1209905271730.63,1783305441946.57,
2005,2738846905.0,0.84882785083441,27.8828809731867,23.8992083808924,6659535844787.18,1716110963229.03,2312662967455.56,1120502489530.14,1644330058411.24,
2004,2693184997.0,1.2178360028131,28.3927990012727,23.9639661487466,6289110851374.72,1515106208791.01,2186194151545.92,1053368872394.89,1487448483685.64,
2003,2647109296.0,0.753240678887053,29.0577598656013,24.1205285755314,5922552279983.97,1327347912736.77,2051792014247.73,991274964315.066,1347794940481.02,
2002,2601917557.0,1.38359209690161,29.5887941883654,24.1854148059714,5631367097573.75,1222243752176.31,1936872412535.52,948774590167.284,1260498411056.27,
2001,2556335424.0,1.45938297657972,30.3000368306223,24.2504565517004,5525007185114.82,1167596471829.62,1904401125484.17,933858840443.65,1228790982170.25,
2000,2509431470.0,1.6689652665314,30.4134618326183,24.3154587381178,5462844835921.88,1172303074801.02,1912712307690.61,935209612175.868,1227632605713.6,
2022,2379648296.0,,,27.2266471169087,28747868647942.8,,10196986518828.5,,,
2021,2375144416.0,12.0392856266365,,27.1947367886103,27946159763215.4,,9986371706568.8,,,
2020,2369438682.0,10.1936055295837,14.7357084471391,27.1798473794798,26309597562927.9,,9288771328816.81,,,
2019,2359771090.0,9.21126314620797,14.2598277749117,27.148011008033,26344909932430.3,,9245369410613.16,,,
2018,2347576325.0,8.137310590204,13.829096339611,27.1167072640353,25340924107871.4,,8958914942201.09,,,
2017,2333475520.0,7.01444979735789,13.6095555971822,27.0860590597728,24189505177913.7,,8552147150306.48,,,
2016,2317076058.0,6.04058801165773,13.3225867072793,27.0866795018853,23026065210163.8,,8141362673285.7,,,
2015,2300844269.0,4.80641773028576,12.9503215901268,26.9760461602674,22000917165875.9,6011197945016.53,7785560046485.13,5328737871394.13,6648095745537.75,
2014,2284385542.0,3.91622077184992,13.1914590207076,26.9247362823134,21007573817203.8,,7446517316887.92,,,
2013,2267072102.0,3.5433707480989,12.8049975797319,26.8738004615414,20053155522199.6,,7048526656596.26,,,
2012,2249081393.0,2.95020433063945,12.8225859693401,26.8220162300382,19053631486201.7,,6673441085453.99,,,
2011,2230826576.0,2.47333902136579,12.7647566920643,26.7708437581715,18114607743363.0,,6310805980306.8,,,
2010,2214613815.0,2.19894099302502,13.4161693347713,26.7194699133251,17176377440660.8,,5965403337356.1,,,
2009,2199148703.0,1.84164697968932,14.2950537387367,26.6515281256373,15961997592786.5,,5367089290006.34,,,
2008,2183472438.0,1.57472482090364,14.7634090238318,26.5831145947306,15562926193325.7,,5314319752426.08,,,
2007,2167046538.0,1.31847473877988,15.0643380789745,26.5147820447692,14909274445533.6,,5070006749377.68,,,
2006,2150688938.0,1.26413529564257,15.9701688544014,26.4461764645418,13873903193610.0,,4667219071724.14,,,
2005,2134573057.0,1.32570883279644,16.4521500875488,26.3810976474689,13032736713026.7,,4335048807783.07,,,
2004,2118747885.0,1.15109068421691,17.947588197859,26.315591327774,12306670517627.3,,4050708832152.31,,,
2003,2102761941.0,1.1481840521875,19.8144796859051,26.2467627565727,11624674106647.8,,3785266511372.86,,,
2002,2086144389.0,1.20677435577814,21.1682646992535,26.1855811477176,11076390724255.3,,3543577403461.05,,,
2001,2068682053.0,1.18053782187627,21.7668293056633,26.1165805012214,10611869953137.0,,3390462502037.4,,,
2000,2050149617.0,1.29576868678698,22.4892703779861,26.0484255580453,10273109684539.2,,3345140000945.76,,,
2022,2133560408.0,,,30.5605968976033,19238524792111.2,,7474914082888.21,,,
2021,2128553744.0,12.3959457451864,,30.5126618369843,18608405143397.5,,7263778419257.74,,,
2020,2121866294.0,10.3566772177612,16.1032550340587,30.493382897753,17293683902859.0,,6725490719318.35,,,
2019,2112289891.0,9.48032104206034,15.7245460349995,30.445819729641,17081248187829.1,,6629513047485.63,,,
2018,2100698838.0,8.48101283780931,15.3248280132722,30.3978455200357,16147246028619.1,,6329228084592.96,,,
2017,2087238522.0,7.27428497711777,15.194633216799,30.349838038918,15157757098426.4,,5990631799087.66,,,
2016,2071486140.0,6.22526946079235,14.9357827247603,30.3489231481857,14204650765829.9,,5667339399226.19,,,
2015,2056050896.0,4.85377473934333,14.5014500109842,30.2211269975806,13329363887708.5,2931456742178.95,5351353716369.81,3695709317626.61,3335925907478.55,
2014,2040383789.0,3.95151328085034,14.8609234597099,30.1861723058996,12491477760828.8,,5060911442908.31,,,
2013,2023850158.0,3.72599019549844,14.5938204412081,30.1518759173314,11675812724741.1,,4742482036301.67,,,
2012,2006566431.0,3.1177485235505,14.7499203492228,30.1159161243546,10881500773056.5,,4416469634312.36,,,
2011,1989106668.0,2.56529059477558,14.7534030380126,30.0809964950272,10114724569968.3,,4089710524914.36,,,
2010,1973602166.0,2.28117612176017,15.7124472488783,30.0459762237886,9310085530970.51,,3738916748998.76,,,
2009,1959017463.0,1.79978953439965,17.0068390325042,29.9277171141612,8470031470093.19,,3357605958424.02,,,
2008,1944305887.0,1.41164832033001,17.8186195632414,29.8087837798201,7843387164651.0,,3097108831094.3,,,
2007,1929185103.0,1.06355758557813,18.4269273124366,29.6899805734978,7221177854323.5,,2856644807998.74,,,
2006,1914002124.0,1.0183481797557,19.7699543690339,29.5707744184067,6419627632058.89,,2533602319676.93,,,
2005,1898853723.0,1.14757271479146,20.7712206609005,29.4575969392588,5779359264580.48,,2273115982590.51,,,
2004,1883675167.0,1.06339940810645,23.2431185399422,29.3436849370451,5255000080585.44,,2059747886412.98,,,
2003,1868409996.0,1.08669106009033,26.6123181377304,29.224121698416,4815796249557.34,,1876303743780.26,,,
2002,1852659155.0,1.26476615895626,29.2813504786747,29.1175525361883,4420280590756.57,,1691916121661.99,,,
2001,1836260943.0,1.24479587539476,30.4509089692039,28.9976224044947,4090623384348.15,,1557502501702.2,,,
2000,1819011507.0,1.50039066654151,31.6792835634503,28.8787217125815,3823792335593.46,,1460446475216.11,,,
2022,2107261123.0,,,30.4169723411631,19214695642285.2,,7464400913556.92,,,
2021,2102350702.0,12.4277778535799,,30.3673334512939,18585366744544.1,,7253567685204.58,,,
2020,2095759417.0,10.3841673626884,16.1221610096023,30.3464279431611,17272323897480.7,,6716038325892.54,,,
2019,2086281644.0,9.50592949570392,15.7506367453546,30.2971600901202,17060169194075.0,,6620196998371.64,,,
2018,2074796982.0,8.50621092098011,15.3363753505913,30.2474800867242,16127331736943.4,,6320329458616.35,,,
2017,2061449949.0,7.29593321181953,15.2141833608499,30.1977661920145,15139085335407.9,,5982210632224.15,,,
2016,2045816761.0,6.24555051884372,14.9072794927063,30.1955018764199,14187189500890.3,,5659375502507.74,,,
2015,2030504270.0,4.86704171110658,14.4745004715235,30.0653988863597,13312998658413.0,2926113130828.62,5343835049117.03,3692388266425.14,3331670097690.16,
2014,2014960984.0,3.95433807777287,14.8367730293056,30.0288363604178,12476140736249.7,,5053795917573.73,,,
2013,1998548872.0,3.7422639851881,14.5604398933454,29.9929336138951,11661476041792.2,,4735814511244.9,,,
2012,1981382735.0,3.12936110687543,14.7348010536402,29.9553637419207,10868166174788.1,,4410262970405.92,,,
2011,1964036970.0,2.57518878169911,14.7362101871014,29.9188363639084,10102335400774.1,,4083965022563.06,,,
2010,1948643347.0,2.29223393588482,15.7261133262709,29.8822081284818,9298687151530.44,,3733665387184.83,,,
2009,1934167856.0,1.80955612206987,17.0417177123353,29.7617075691507,8459689594470.59,,3352890921823.66,,,
2008,1919570287.0,1.41974109196671,17.8967893794338,29.6405314058962,7833853409719.89,,3092767328313.5,,,
2007,1904568042.0,1.06951219036043,18.4989301712702,29.5194856160287,7212431510845.17,,2852646849834.75,,,
2006,1889507244.0,1.02508844189131,19.8997397792151,29.3980361920713,6411894455428.63,,2530062528223.11,,,
2005,1874487158.0,1.15635504280809,20.9168359804373,29.2826250030136,5772425823000.59,,2269946421989.23,,,
2004,1859450104.0,1.07214377023761,23.4303841177137,29.1664770720136,5248715977634.36,,2056879720672.04,,,
2003,1844349334.0,1.09641001895049,26.8734001842069,29.0446691275299,4810055705693.93,,1873696797351.32,,,
2002,1828744767.0,1.27690226566747,29.6045978159098,28.9358719564947,4415044639524.02,,1689578906433.64,,,
2001,1812475067.0,1.25829809250733,30.8278405422776,28.8136956102372,4085794515386.4,,1555346353425.12,,,
2000,1795374943.0,1.51736772153117,32.0740005836652,28.6925500098254,3819287443495.18,,1458417269153.68,,,
2022,348627172.0,,,38.6983532052914,13223961016884.5,6217703715882.54,2829312811656.46,2057881549792.76,6752634249768.24,
2021,347094588.0,26.1167401560102,,38.6407612725581,12771092524492.2,5736210352812.52,2804583774389.65,1989616789900.0,6289676308440.42,
2020,346922366.0,26.7823674268207,19.8558785087338,38.5864873497182,12007290120801.2,5264446935493.26,2611852338641.36,1795163496693.46,5644039057929.96,
2019,346454019.0,23.7799931979856,18.1340819773096,38.5299337534434,12780330570620.4,5734970568164.78,2775842345309.63,1926738951396.36,6186316863711.79,
2018,346105839.0,21.4247404884827,17.5597413951391,38.4755940115801,12575550971089.4,5465452772216.52,2754491928124.88,1920071625040.39,5997004444050.03,
2017,345333240.0,20.4545303878382,16.5895000626086,38.4214377029921,12357018842215.9,5258415329584.01,2702806060066.4,1882689585451.1,5800464191790.55,
2016,344655545.0,18.6263660768974,16.373865431701,38.3424329853776,12044172080940.9,4992030757775.6,2620404195746.16,1812800874949.66,5488396518746.83,
2015,343698622.0,18.5421121347133,16.3267602137596,38.2886443231227,11828599572765.4,4793936023327.82,2563277422019.34,1770621005278.38,5325657762111.67,
2014,342713336.0,16.9946054942567,16.331468684164,38.2000880228884,11580654068039.4,4437788722170.02,2492966639733.82,1695782208090.7,4982766748345.19,
2013,341575309.0,15.7582307439784,15.7192598303534,38.1195319218445,11414909466215.9,4240260577468.81,2455489039374.92,1639409908811.32,4768272151837.38,
2012,340447763.0,14.2249868690499,14.8947324128696,38.0586267367064,11434319455839.1,4183568782749.15,2490898368137.21,1646648241833.97,4674866315142.28,
2011,339719975.0,12.0990570041421,13.4572131501354,37.9825055555912,11540240749125.6,4236713490537.32,2548441742028.27,1686125373319.45,4576596544031.1,
2010,340460814.0,9.86602687219822,13.3823231084588,37.8997998373631,11338614919727.6,4065323429425.58,2505708743366.57,1609393102490.07,4301650158770.85,
2009,339676755.0,8.96420071469148,12.5697793978771,37.7730009498857,11103080740375.0,3712672064469.9,2381505298957.97,1464299868569.16,3878413814755.95,
2008,338594025.0,7.59596440241906,11.498088623449,37.6269166048801,11624175362231.8,4193423100314.47,2689549873529.06,1724744299575.74,4419379802648.59,
2007,336965048.0,6.67476506609723,10.7909772565313,37.4745581109206,11575961303980.0,4190350442817.49,2742248384200.89,1772052785602.09,4393419999816.59,
2006,335243820.0,5.60027349005132,9.66634878407099,37.330432144016,11237542120581.1,3928887930010.04,2657599347565.57,1703730546546.81,4117335046587.56,
2005,333700554.0,4.85137697808582,8.8587576659465,37.1769191026169,10876275576480.3,3626114800986.69,2561097693470.32,1618690171730.04,3798729310190.64,
2004,331997265.0,4.13452578694435,8.55905298040751,37.0301089713321,10686912184842.3,3415824335740.78,2529158003742.31,1590274827923.41,3611184988349.16,
2003,330200359.0,3.42485369961402,8.30318090731812,36.8800781488481,10445394784084.3,3198140224036.14,2466326912979.13,1548387484463.92,3347822424446.26,
2002,328438861.0,2.92329472027598,7.72734306573852,36.741664286821,10367290674625.9,3110352731008.29,2452028836838.57,1538568486759.15,3317534506271.94,
2001,326858314.0,2.37487938568331,7.89788230168057,36.6031748291873,10270033710725.8,3092052247712.41,2454411686756.75,1548291214719.51,3250964218498.03,
2000,325789631.0,2.1542660315574,7.6981162218269,36.4511724014054,10050398133574.7,3013690862782.35,2421919210273.28,1522761779477.7,3128127370190.13,
2022,925385334.5,,,38.5583485988133,23392327133708.6,10016919862665.5,5288148223868.74,3429308006428.35,10765472439892.2,
2021,925075848.0,17.1655672650083,,38.5409994875957,22657010856694.6,9305600388038.66,5251502672907.76,3348898419262.47,10094394254348.2,
2020,925088545.5,17.6641270105254,15.1438025767545,38.5243300531653,21225512851728.8,8522432974140.89,4913155659621.8,3041092448702.06,9132737023507.65,
2019,922811778.0,15.5519253579423,14.0196776583139,38.5016931649387,22439576510417.5,9289519330106.29,5126267368538.41,3193398827685.6,9975137177829.29,
2018,919738352.5,13.8496589700445,13.4812435923024,38.4847788293025,22030706426596.1,8924016381338.45,5070723705940.12,3165897201571.94,9681948182968.96,
2017,916236104.5,13.2439893441452,12.9052522337975,38.4689780914735,21573000315957.0,8605565430165.58,4961848295582.88,3083755473940.12,9335565020405.55,
2016,912576858.5,11.9351342437712,12.8936464767637,38.4443525858317,20970219841563.2,8146828783633.46,4801897144318.62,2961316119630.8,8838301903867.28,
2015,908458970.5,11.8444282714653,12.8793455872569,38.4227676321406,20583236057318.3,7831477202192.86,4713119998081.57,2899147029325.77,8554090812119.99,
2014,904324263.5,10.5192989805781,12.4375558577975,38.4078003066143,20160195310364.5,7472788715431.44,4587869721032.07,2800260514522.91,8092334425420.86,
2013,900033335.0,9.57378600334572,12.288853120323,38.3862779200651,19776016030917.2,7239706118024.65,4507775011945.09,2709298600281.08,7831343203945.61,
2012,895889705.0,8.40252122285345,11.6012722289391,38.3671204828235,19605491986628.2,7056399859681.04,4511586699254.06,2692699057135.16,7629652301941.3,
2011,892361936.5,7.24551756974093,10.7488701184553,38.3463558007826,19544563587559.1,7038637780891.5,4556299933068.16,2724352783091.38,7474342162862.93,
2010,890448752.0,5.92848196420797,10.8853454528135,38.3251622387504,19090094466540.1,6650341253125.83,4431230654622.56,2583412607130.16,7037184096693.43,
2009,887281039.0,5.406667665907,10.4358732450885,38.2790818393716,18601521788137.0,6031970112319.68,4225993637888.69,2378204215748.63,6414877352262.62,
2008,883840223.0,4.65326598952513,9.49520592739064,38.2325126466285,19464360928863.0,6880692372915.27,4701745746867.77,2753982718527.27,7193632947733.05,
2007,880338408.5,4.04513197545342,9.13858807779309,38.1826763936773,19271853340223.3,6766418775552.19,4751214219804.67,2792469235022.88,7080043118233.21,
2006,877911050.0,3.49764535764743,8.56695069696663,38.1346509425223,18594436391931.2,6287326186374.2,4605391138482.29,2681047643948.07,6673876612702.35,
2005,875366720.5,3.01056554167378,8.29421598308961,38.1002771222337,17894868290063.1,5748313908098.45,4407371868887.84,2524317350686.94,6147284630309.9,
2004,872926624.5,2.67493450959467,7.96452959988101,38.053853073694,17422592453491.6,5357273944875.18,4324111015363.54,2460779876113.62,5819128315439.91,
2003,870443479.0,2.13019985677013,7.69277740506278,38.0075168689195,16883080674540.5,4947008316954.96,4179525745919.6,2370633773689.85,5369923467418.62,
2002,868204040.0,1.83833178093478,7.56767456873364,37.9619082319171,16582129419227.6,4767852476607.08,4105339132803.04,2325795567773.6,5253909488947.42,
2001,866587785.5,1.56463648656919,7.62294061200408,37.9146199900179,16324988884579.6,4675588364314.06,4069074759284.2,2312790301254.0,5127138024622.05,
2000,865392493.5,1.46442102385213,7.61337254150596,37.8662429161615,15966173596452.6,4555959894243.24,3997758928117.51,2269803101452.45,4949322687998.41,
2022,250834021.5,,,11.2412501066395,1959943174348.6,617975265313.631,541713900273.982,317278653946.571,585717050914.141,
2021,252183790.0,8.65879051734388,,11.1967355491298,1900944480354.76,586103281817.51,544326567755.045,311295636078.585,557295170045.875,
2020,250655325.5,8.0519260488842,10.0828079236402,11.1524330510264,1743268489213.33,546501647587.346,493963347804.459,271992960640.832,476340487825.157,
2019,248858341.0,6.36732410621518,10.0360486681089,11.1018442074411,1738193065542.9,560000744082.591,489743078686.732,265548045036.99,548018931181.279,
2018,246654915.5,5.04080717115865,9.11860923575479,11.0573734128931,1698995210945.64,549206251533.445,487948580528.707,266349215407.116,519636910261.005,
2017,244530211.5,4.1271736760614,8.68153690303907,11.0131652717457,1641541930861.36,543182929531.344,477572941044.766,260069616941.697,483611646979.565,
2016,242407763.5,3.4486837038467,9.05560595696783,10.9750677005203,1551185796651.4,494757052039.216,445475298063.73,240919071096.424,438719425466.313,
2015,240230296.5,2.66520173506454,8.9044561039704,10.9434320636392,1509288407449.5,479833481518.274,431562588183.151,232655391045.693,439639722803.858,
2014,238112723.5,2.18831730462746,7.76451321901454,10.9089695775458,1457249190086.57,494584523624.811,422071055830.597,225914112245.47,438715120260.077,
2013,235981960.0,1.73274547557662,8.03083316618193,10.8634884564196,1409923040879.75,512191170552.637,412156137038.396,218488995619.151,435903290985.314,
2012,233914075.0,1.23395534693995,7.51228880189759,10.8201381624977,1323854144310.44,486839902568.636,386103906292.341,204664483036.873,429845016483.009,
2011,231988171.5,1.14595870873979,7.07550299115202,10.7767347010635,1272339605489.19,465915776549.198,375141643557.598,200500112995.454,402771012786.055,
2010,230106440.0,0.588297762403594,7.81138348689355,10.7332168847855,1172612395863.82,409579258642.028,337666704400.059,174960380420.699,366427144633.649,
2009,228250911.0,0.74568144230249,7.42939450852489,10.6943915624257,1095082072254.37,364250112086.297,309011738351.585,160973037284.233,352487296188.686,
2008,226524480.0,1.25893491889097,6.46881117382885,10.655592249484,1134385964216.69,455982549356.87,332579170948.822,178101639120.432,393445116881.329,
2007,225016071.5,0.572111485399189,6.62983563522055,10.6168168046675,1100784547167.53,437068263837.445,328773596055.782,177178527295.039,376644514225.662,
2006,224417513.0,0.87773452065332,7.08157075044002,10.5779002874452,1027579199614.65,379012407603.215,301753353208.417,165388953863.621,352767841945.847,
2005,223360134.5,0.148067528139287,7.28621929679307,10.1518276030367,949941271476.442,347330114507.632,267734052155.801,151748904058.877,342438103814.766,
2004,222413289.5,0.665478607009288,7.39044474886702,10.1203394947447,875801128555.748,317431843254.479,244539618120.781,140808896767.431,342315233720.79,
2003,221399692.0,0.113419492502692,7.30535105466443,10.0887518029131,799540683083.643,267149208988.663,218158563296.461,125202705024.759,296258215951.74,
2002,220400259.0,0.174424473544009,7.53726912835971,10.0571502920476,750041750560.108,230630768610.342,198641933685.224,113701732672.491,270439178159.257,
2001,219435055.5,0.47047261681408,7.46913156445193,10.0255524102835,704909601914.462,205790728740.347,184875488204.59,107477084185.708,247586181881.067,
2000,218486597.5,0.639300236474795,7.63644426761339,9.99387200003858,705691749354.704,226887539042.485,188360764692.128,109921469015.024,241352561441.701,
2022,461440170.5,,,39.330389676677,4425605811352.67,1490977477564.42,1249113367710.96,673260003963.278,1526089178776.89,
2021,463790894.0,5.5215199715187,,39.317684732671,4350328682754.02,1465238059408.82,1244605996376.3,663460309019.561,1513940419975.2,
2020,463913014.5,5.25294453552652,8.04684136612882,39.3051266358553,4050887163670.15,1296546194341.76,1165499707344.09,611086064273.463,1360577622017.29,
2019,462573906.0,4.30239296556963,7.60488014385583,39.2869462481332,4111028773128.14,1369865070260.56,1186060495723.81,614754165267.756,1472322488564.58,
2018,460515553.5,3.53334854545308,7.24893746815336,39.2741558748129,4003014497689.06,1326065704481.53,1170585188462.28,604033042668.99,1417329505826.75,
2017,458504366.5,3.27912426793581,6.78336326599948,39.2616544516438,3858954641110.18,1278561949428.87,1134887406643.85,582695978969.563,1333486313058.01,
2016,456330266.5,2.92067813570113,7.02388910258759,39.2421666752289,3700007289233.98,1144970184023.31,1089967330723.28,551195005265.937,1236192332344.05,
2015,454002756.5,2.68150447316257,6.91537820498688,39.2234378060618,3632527035829.26,1108013529407.6,1063995286626.78,535565779745.047,1186541284826.74,
2014,451696196.5,2.28285222351533,6.5278379664623,39.2172945938649,3579283046183.68,1197822773836.09,1046380331050.95,522679991112.034,1149409238625.75,
2013,449310524.0,1.82082507847979,6.84289164403339,39.2010410312858,3497448867935.27,1219141561391.45,1022413871972.68,501885396497.453,1125298442742.45,
2012,446979977.0,1.46864546209856,6.31102741897139,39.1867052389786,3384422116461.45,1169976846774.86,1000526455519.39,489185741107.998,1078083952726.56,
2011,444846099.5,1.16817399226497,6.07092779006697,39.1720473232798,3271580884542.9,1116272580774.03,982551887211.999,479823836166.817,1039095100174.97,
2010,442936599.0,0.771613315394568,6.47053937004181,39.1576741172764,3088547930159.7,982025141483.465,908182604187.255,434265076019.964,980414633482.301,
2009,441304973.0,0.709573817292007,6.31016030362143,39.1185348355168,2950801917304.24,846376162473.225,852108474622.878,401854978071.971,913089050875.076,
2008,439732746.0,0.770700370285363,5.65568190327709,39.0795896075148,3096053310126.0,1089097044558.01,915857919212.749,444888591006.675,986915777122.069,
2007,438680282.5,0.455886997762953,5.73937107663892,39.0390187835384,2963492348298.24,1001043071994.35,890930127244.605,437289330910.96,952476014557.432,
2006,438714358.0,0.515975189777592,5.80596892249769,38.9996235218574,2754018863128.22,835706368873.366,832861248538.401,406432433283.421,882608980851.832,
2005,438333195.5,0.223467570291178,6.00418221003651,38.9814216490542,2553774956503.9,726798225688.582,769312925219.834,374129646529.378,824783112085.351,
2004,438136035.5,0.364021127006891,5.90786082633953,38.944335076802,2395396277935.07,653333905920.102,726546039439.678,353855608762.465,789364202252.612,
2003,437905932.0,0.14106709055721,5.63636860981498,38.9077633336842,2221077271707.43,554423912492.751,659530413760.145,320290556145.209,702157833374.685,
2002,437806951.0,0.14544940726778,5.74985784024828,38.8706876933294,2091772716195.11,482960648072.837,607086419850.545,292972792962.784,631591235177.518,
2001,438100367.5,0.237454113272489,5.71777156327375,38.8314741366388,1992293135633.28,436571193067.41,581463502653.87,,579033361869.541,
2000,438423540.5,0.276777225824289,5.78122035941118,38.7926408376561,1941953299697.98,438973496452.228,567262861662.382,,558186716815.493,
2022,447847220.0,,,39.9291602010185,15462923840803.0,7544832783734.34,3391856879965.21,2432619680791.24,8117027418858.38,
2021,446564156.0,24.9375314460609,,39.8828795862797,14940354568036.3,6966368003019.51,3349230515826.0,2341779153501.86,7558599210003.96,
2020,447653554.0,25.5545922928949,21.121106310957,39.8387815178562,14047261785039.8,6355180525433.87,3127198807421.18,2122209780638.01,6790955361314.75,
2019,447303223.0,22.6337175463388,19.3462835156226,39.7936147437378,14876936810776.6,6880966806375.1,3317874921566.7,2279472673804.18,7400094333780.62,
2018,446953938.0,20.26507025446,18.7304117385027,39.7488789032839,14603024724373.1,6569339172209.91,3282959527312.23,2262754546520.28,7154336788971.05,
2017,446177810.0,19.6295039777362,17.6948545926672,39.7050631451123,14309680304964.5,6297755124315.96,3213342602964.32,2213020598313.19,6905552121177.88,
2016,445487171.0,17.9726079560454,17.5430290745386,39.6441651568759,13920536464164.8,5962404764759.14,3112198829900.42,2127609837577.84,6528087237876.17,
2015,444550397.0,17.9146177032503,17.6013864447651,39.5948492950283,13655089869785.3,5708991465451.88,3046323655022.55,2075052540034.4,6306604358772.43,
2014,443589388.0,16.345565911689,17.4502355668158,39.5064457272347,13338839168176.5,5303159593362.25,2952336901472.96,1982780234551.23,5912594241578.42,
2013,442486978.0,15.039761383088,16.8108248593668,39.4315897730268,13125102945888.3,5042683601925.25,2897861860226.74,1912857428382.23,5647889729225.43,
2012,441416943.0,13.505798870201,16.0638884841707,39.363040691343,13130043284418.8,4969398929523.38,2944665179552.15,1924763602034.65,5525126819697.46,
2011,440766686.0,11.497184919708,14.6476287872772,39.2822402240169,13230730453866.3,5018848194349.25,3014206786935.29,1973494526394.86,5411347800336.24,
2010,441546320.0,9.41525577087155,14.4819868668562,39.1990406031898,12976295644548.1,4798781023703.56,2948339607365.88,1878837473904.86,5075058997575.01,
2009,440928484.0,8.49951571102299,13.6527413216292,39.0911618058405,12698879094784.7,4376362448394.55,2801409153479.67,1706715273367.73,4577831646154.23,
2008,439886269.0,7.16943919218597,12.489770926183,38.9796810878214,13270973190778.7,4963647478227.67,3140323692098.36,1998604398705.34,5196163926375.93,
2007,438478066.0,6.30606029773336,11.7592819867719,38.8536627268717,13188759129146.8,4919204171715.12,3183791436908.88,2037226803787.52,5136208036472.01,
2006,437007921.0,5.28500292222051,10.685367700046,38.7326135044373,12787037124124.6,4571695513498.0,3077507174131.8,1954741259782.21,4800466975692.65,
2005,435591941.0,4.66214816675124,10.0275617190692,38.6056707939856,12346863024368.0,4190559486341.93,2950917840112.45,1846613903607.1,4407893032413.29,
2004,434050396.0,4.02730521427668,9.57806942522037,38.4823340590898,12106691064531.7,3930968087807.58,2905961339586.42,1808816013296.57,4165143900322.79,
2003,432426935.0,3.27366025909652,9.27716550106276,38.3593032630363,11799825426851.3,3657352394588.12,2820264695900.59,1751967573523.54,3846551555413.09,
2002,430893295.0,2.80701191866581,8.86457575550822,38.2433911896923,11690138584403.2,3543570651280.24,2797159871936.08,1734756263584.54,3789476772064.37,
2001,429906426.0,2.30090017342254,8.96648107340237,38.1114964538007,11563177080157.1,3510013247163.18,2791620928250.02,1737895320777.73,3704781568935.32,
2000,429339162.0,2.13698101497927,8.98176846645812,37.985952934008,11318534007345.5,3424668612813.04,2754278072837.06,1708809989953.87,3565161709181.66,
2022,1038158122.0,,,22.7884218951678,1750397023337.34,509776532549.079,,,,
2021,1018693078.0,1.80000264907697,,22.9070028606346,1731373741969.25,477756209823.263,,,,
2020,996691242.0,2.94164674568928,61.3326504303219,23.0314785494646,1689525734164.81,414482500258.653,,,,
2019,974824119.0,2.22068348698099,58.5399752247847,23.153772014167,1779581892529.49,490997885417.497,,,,
2018,953648681.0,1.45585118478126,57.6850587921215,23.2793048477082,1739679566858.29,454865128036.76,,,,
2017,933013886.0,1.29963166249695,58.4149495065343,23.4025184457716,1693690009593.13,418110463033.737,,,,
2016,912614026.0,0.715255025810429,58.2962779162406,23.5286678423598,1651350417930.8,392915775995.281,,,,
