year,pop_total,electricity_from_renewables_pct,renewable_energy_consumption_pct,forest_area_pct,gdp_2015_usd,imports_2015_usd,industry_value_added_2015_usd,manufacturing_value_added_2015_usd,exports_2015_usd,iso_alpha_3
2002,127445000.0,1.25826382250419,3.7,68.2962962962963,4003827945768.8,531352948950.175,1163327138239.76,731186025083.524,435163980232.342,JPN
2001,127149000.0,1.23173957506127,3.5,68.2716049382716,4002148544213.45,527202393008.558,1187862839057.85,741228652079.204,403330934543.173,JPN
2000,126843000.0,1.21126417621112,3.7,68.2469135802469,3986755544464.21,521141788233.936,1236518689412.45,781661874391.03,431988276203.764,JPN
2022,11256263.0,,,1.09804716534901,44009762561.5966,,11112830417.999,7935090730.96664,,JOR
2021,11066356.0,24.8339650896158,11.5,1.09804716534901,42874682706.305,,10644695182.8236,7663386052.13662,,JOR
2020,10865228.0,20.5964446162021,10.7,1.09804716534901,41362613665.9359,,10365216335.2737,7489583967.88055,,JOR
2019,10671891.0,14.5379105350356,8.5,1.09804716534901,41823826702.478,,10504974091.9788,7565384189.71844,,JOR
2018,10462306.0,10.5029696166495,7.2,1.09822031989187,41103996749.7366,,10236899029.4063,7396798525.07333,,JOR
2017,10234226.0,6.49754003472892,5.3,1.09822031989187,40330034782.8485,,10124357736.7593,7271457312.71202,,JOR
2016,10006367.0,4.18355202929509,4.7,1.09822031989187,39356512808.3494,,9815864814.61892,7180834078.43844,,JOR
2015,9544729.0,0.93550423483613,3.2,1.09822031989187,38587017887.3239,22694366197.1831,9736587464.78873,7085201830.98592,14101408450.7042,JOR
2014,8791710.0,0.0492171247125807,3.1,1.09822031989187,37647146046.4738,,9508101416.6653,6986468484.24028,,JOR
2013,7991809.0,0.0487804878048781,3.1,1.09822031989187,36414839440.0743,,9133371126.12959,6877015618.37077,,JOR
2012,7587127.0,0.0548324897565678,2.9,1.09822031989187,35488605511.9193,,8968432633.26748,6743977135.1251,,JOR
2011,7480424.0,0.0754369197160022,3.0,1.09822031989187,34646908078.4163,,8925880427.27745,6587385842.17378,,JOR
2010,7297043.0,0.0812017864393017,3.0,1.09822031989187,33723826288.3537,,8599259117.08358,6340588521.50563,,JOR
2009,7141753.0,0.070067264573991,2.8,1.09822031989187,32960837541.5358,,8415426889.01422,6216038213.37286,,JOR
2008,6989866.0,0.0867177337765573,2.7,1.10494106980961,31384186979.027,,8581291862.14052,6095039863.59316,,JOR
2007,6827227.0,0.0999846177511152,2.3,1.10494106980961,29270727368.8656,,7943828486.06433,5309300097.45052,,JOR
2006,6427371.0,0.0809352517985611,2.3,1.10494106980961,27058387611.4685,,7283618087.87163,4863441179.92691,,JOR
2005,6029587.0,0.0828672053035011,1.7,1.10494106980961,25032512558.6082,,6639076374.48056,4371727840.24584,,JOR
2004,5882061.0,0.100368016058883,1.8,1.10494106980961,23146833797.5894,,6196748426.1791,4056316444.83038,,JOR
2003,5741828.0,0.112584438328747,2.0,1.10494106980961,21320279753.9925,,5483622167.40198,3469285417.07842,,JOR
2002,5616066.0,0.0983767830791933,2.1,1.10494106980961,20468450874.8326,,5384456608.70416,3373795664.74416,,JOR
2001,5498894.0,0.105974301231951,2.1,1.10494106980961,19349323186.586,,4685521442.70155,2827187911.22311,,JOR
2000,5386945.0,0.0813338755591704,2.1,1.10494106980961,18380669691.8022,,4312671366.24559,2607575476.91632,,JOR
2022,20034609.0,,,1.3013145534689,221549683201.099,55527748202.8769,77272736520.6385,25523339031.0378,60624992332.2545,KAZ
2021,19743603.0,2.99615912685309,2.0,1.29048383153684,214679925583.069,49756046776.8443,74193403870.6495,24636436010.0358,55013604657.6783,KAZ
2020,19482117.0,2.22015510866625,1.8,1.27965329481053,205829267103.2,49905764069.0153,70596388408.0441,23530502398.5363,53776739645.7323,KAZ
2019,19209555.0,1.22624138027826,1.9,1.26882246175501,211106940610.612,54841498976.8281,68503900609.2195,22625483074.9076,60627665892.1132,KAZ
2018,18932727.0,0.58462510687335,1.9,1.25799207319332,202016211108.857,47729764122.5569,64251831282.0342,21385144683.0167,59438888129.428,KAZ
2017,18651931.0,0.468564673049343,2.0,1.24716079564396,194059760924.352,44774638013.3329,61511341054.1948,20464253286.1393,54232562162.8472,KAZ
2016,18363600.0,0.432830304246354,2.1,1.23632625847316,186416677156.152,44331324765.493,57865778219.9024,19287703378.7181,50215335336.059,KAZ
2015,18084169.0,0.237979147167019,1.7,1.22549031373856,184388404706.042,45236045679.3765,56892650250.5208,18946663437.9108,52581502969.2214,KAZ
2014,17816285.0,0.0620711362920995,1.3,1.20872722895136,182201980933.864,45281327006.6014,56833115456.9262,18908845746.306,54829513001.8507,KAZ
2013,17556502.0,0.00517049037202309,1.2,1.19196410712301,174857947143.911,47168048965.0556,55850648312.5483,18611068647.4072,56235397951.4207,KAZ
2012,17306106.0,-0.0365665772433929,1.3,1.17520102233582,164960327499.374,43755147463.1655,54157815455.7745,18086558452.6678,54756960030.3149,KAZ
2011,17066002.0,0.0196336590210889,1.4,1.15843793754862,157404892659.159,35060214313.3627,53149214621.2355,17559765487.9991,52249007662.2471,KAZ
2010,16836810.0,2.41995982866684e-05,1.4,1.14167481572027,146559490369.689,34105266841.8429,51364385538.7065,16334665570.5659,52040844285.7173,KAZ
2009,16619846.0,-0.100368441112946,1.3,1.14444349372152,136588527833.35,33144088281.6168,47818433452.6763,14379107015.9587,50476085631.1938,KAZ
2008,16426525.0,-0.0746946854731286,1.1,1.14721220876394,134968901021.859,39316830701.8564,47106577822.975,14793319975.7038,57294081305.7843,KAZ
2007,16257214.0,0.0378599963445521,1.8,1.1499808867652,130657212992.82,44425797402.6789,45938499711.4854,15250845336.6809,56783034000.2671,KAZ
2006,16103716.0,-0.0948965209260784,2.1,1.15274956476646,119979075291.852,35230608566.8745,42542443978.5378,14173648081.7867,52046777268.6952,KAZ
2005,15968117.0,0.0648517989004672,2.1,1.15551827980887,108382181835.458,31288284695.2704,37527959846.2071,13135911104.529,48732937517.5048,KAZ
2004,15850159.0,-0.0851445216222272,1.9,1.15828695781013,98798707234.4777,27911047899.478,33953576836.2217,12265089733.3303,48538782388.0444,KAZ
2003,15747380.0,-0.0391444587104249,2.3,1.16105563581139,90144805869.7482,24291599564.4869,30554324969.0466,11139954342.9739,43649984162.0667,KAZ
2002,15656677.0,0.0,2.8,1.16382431381265,82474662277.6485,26289609918.3119,27977172223.0332,10324332108.6245,40604636429.5769,KAZ
2001,15575550.0,0.0,2.4,1.16659302885506,75113535772.261,25499136681.0764,25033904741.4633,9595104189.38078,34823873438.6996,KAZ
2000,15501103.0,0.0,2.5,1.16936170685632,66179326672.5077,25887448406.9636,21697417688.0255,8438965866.5059,35462192911.2469,KAZ
2022,54252461.0,,,6.34481849808483,94807911027.625,21984444893.7427,17378644195.5088,8376073590.35527,11132733993.5545,KEN
2021,53219166.0,48.3876050420168,67.7,6.34481849808483,90413816676.9795,21022716936.5207,16729496884.2745,8163897849.55763,9947843935.17718,KEN
2020,52217334.0,46.9406931964056,69.0,6.34481849808483,84035138346.859,17209951064.702,15566529484.7885,7607919477.65497,8631489867.76231,KEN
2019,51202827.0,53.8508134302527,68.1,6.34481849808483,84264984851.3549,19000152032.8482,15062249744.232,7629929451.05143,10144202661.0991,KEN
2018,50207107.0,44.1002390861596,68.7,6.34481849808483,80165208728.3956,18656042313.2983,14489464596.7993,7433702382.65086,10474968708.3544,KEN
2017,49197766.0,54.6664413979533,68.1,6.29288048634782,75879571212.3885,18392317120.1788,13954909759.0678,7176973058.9258,9810585895.70988,KEN
2016,48139687.0,44.9603275173019,68.3,6.24094247461082,73074983895.0953,16360137328.9451,13579449326.2963,7127365035.63011,9911454429.54355,KEN
2015,47088526.0,50.0650097565985,69.2,6.18900446287381,70120446896.8359,17669406544.8353,13248589280.5828,6994640667.23479,10608335822.9326,KEN
2014,46051440.0,40.0816393086205,71.8,6.22201215869558,66801914096.6185,18528118561.5237,12731461084.152,6607593372.02281,10845337475.6706,KEN
2013,44986791.0,22.714649386716,74.3,6.25501985451734,63608687382.8764,16634443184.0683,11989470141.5807,6485753167.04999,10648328620.5268,KEN
2012,43888303.0,22.7675817976683,76.2,6.28802755033911,61281315911.5794,16305541671.1419,11345816652.8582,6178016283.75198,10697580834.3127,KEN
2011,42758461.0,26.5966070966071,74.7,6.32103524616087,58603891851.295,16235774683.5514,10758745597.7828,6155361919.55159,10461170208.1401,KEN
2010,41598567.0,17.698057845466,74.0,6.35404294198264,55748929986.1062,14272332318.5056,9933825502.85195,5713370239.69895,9653433902.05016,KEN
2009,40408891.0,27.64533847981,75.6,6.41463436061426,51591446859.569,12936792841.7739,9119725678.42363,5412550488.93679,8441829442.9153,KEN
2008,39206351.0,17.784257440701,78.2,6.47522577924588,49939962360.0343,11940067947.6415,8794676340.47965,5470147286.81246,8906675121.74994,KEN
2007,38036349.0,15.2393346681041,78.2,6.5358171978775,49824229272.6978,10590436445.3908,8798854745.95547,5408363067.33345,8700320663.96539,KEN
2006,36904008.0,21.1450760079313,77.6,6.59640861650912,46629751036.7518,10143548397.7136,8290295294.03296,5181626041.63564,8195669750.80212,KEN
2005,35796484.0,18.0900175131348,79.2,6.65700003514074,43795114731.9782,8094308576.69818,7829167178.18672,4788569866.61616,7915431175.35306,KEN
2004,34713455.0,16.844124251497,80.3,6.71759145377236,41352557259.2179,7041996523.245,7500061353.32167,4575253395.0116,7236646793.76261,KEN
2003,33652223.0,8.59265944645006,81.6,6.77818287240398,39344305939.1787,6270930824.57419,7206555202.96612,4379816767.5838,6427151059.70502,KEN
2002,32629808.0,3.56785102739726,78.8,6.8387742910356,38223413680.2696,6274795559.87507,6790999093.11759,4132975589.53224,5994801946.21432,KEN
2001,31619170.0,-0.164669329782512,78.3,6.89936570966722,38015522174.3133,7073057538.60707,6635303617.68991,4129623119.1896,5596603316.95783,KEN
2000,30642890.0,26.0640737970581,76.8,6.95995712829884,36630908098.8264,5920385071.51558,6289544959.37853,4117537669.34125,5401741745.05493,KEN
2022,130469.0,,41.9,1.45679012345679,255002019.364619,245301903.795805,28837553.2239471,14398837.7693552,18323545.7851463,KIR
2021,128377.0,16.3652802893309,42.2,1.45679012345679,245417596.374769,190909134.532416,30752761.0767581,15791340.9878597,8775952.7106835,KIR
2020,126099.0,16.3652802893309,42.2,1.45679012345679,226144100.8008,158290579.396155,23787211.4579627,13162659.0227172,23271621.9124987,KIR
2019,123921.0,16.3652802893309,42.2,1.45679012345679,227422251.262382,193490403.014358,22428129.4980682,11677368.7729714,35058997.3803406,KIR
2018,122084.0,17.8853754940711,42.3,1.45679012345679,220233266.373554,169646748.175224,26020009.5615895,12848145.8514856,20282804.9643739,KIR
2017,120275.0,16.9038528288789,42.5,1.45679012345679,212828044.805228,186481127.868743,27126486.9068133,11311769.9201374,24244056.152779,KIR
2016,118478.0,18.5948835433372,48.1,1.45679012345679,205137185.020505,193785158.007073,30569820.8471622,10244950.5199397,32119989.40037,KIR
2015,116815.0,16.207322089675,47.5,1.45679012345679,191559398.175292,183766112.397449,28210518.8523015,8734786.99850656,26736810.8032625,KIR
2014,115326.0,6.25,48.0,1.45679012345679,172164486.659071,154709410.31488,23561485.9474739,8610894.53500492,19777484.558476,KIR
2013,113838.0,3.53430353430353,46.2,1.45679012345679,170016044.519155,138340264.033959,22569742.2039945,7866189.3566127,18138533.8284266,KIR
2012,112284.0,3.37751175716118,48.7,1.45679012345679,157815468.18761,126658708.13424,20265765.4457216,7943022.00769106,19824412.3694082,KIR
2011,110647.0,3.19715808170515,50.5,1.45679012345679,149158825.431488,112358892.679344,18862613.2308254,8540707.40292655,16732357.3926172,KIR
2010,108704.0,2.96495956873315,50.1,1.45679012345679,144444524.601592,100000232.847896,16230863.0449396,7880373.38047067,15886805.9731354,KIR
2009,106467.0,1.98675496688742,50.4,1.45679012345679,142695135.239632,107860339.667095,14283710.2666886,6641200.63098651,20059427.9262266,KIR
2008,104222.0,2.00348432055749,49.7,1.45679012345679,141933256.317221,112505994.388518,14504072.2076847,6871364.58594082,18663586.388688,KIR
2007,102068.0,1.83028286189684,48.4,1.45679012345679,146299925.948566,119457002.516909,14048247.0291664,6640078.80281653,21537476.5284561,KIR
2006,100017.0,1.74854288093256,48.1,1.45679012345679,141962822.815466,116678411.607218,10944575.8563406,5100023.06882514,14520156.1471241,KIR
2005,98035.0,1.77777777777778,48.5,1.45679012345679,134209646.128344,151948780.406892,9434428.1763877,5217226.37591863,20080726.4911216,KIR
2004,96085.0,1.63147792706334,50.5,1.45679012345679,132497222.743632,118138894.199699,9519606.71409198,4632300.69461268,16443982.3809521,KIR
2003,94175.0,0.614182021217197,50.5,1.45679012345679,133309033.074143,123518886.215394,11339436.6285333,4470058.58726871,23556621.9197848,KIR
2002,92264.0,0.774102744546094,53.0,1.45679012345679,135442860.011978,143170308.276415,12003121.3359221,4691384.704204,26208834.7090758,KIR
2001,90335.0,0.774102744546094,56.4,1.45679012345679,133510750.64077,122488331.39977,11584685.815077,4356588.06852691,20500716.2106206,KIR
2000,88613.0,0.820283370618941,54.7,1.45679012345679,137844755.755561,117069469.397269,11285156.382896,4278956.96548982,15596256.4811456,KIR
2022,26328845.0,,,49.7270160285691,,,,,,PRK
2021,26232534.0,0.265401916682965,14.7,49.903330288182,,,,,,PRK
2020,26136312.0,0.228463329452852,11.2,50.079644547795,,,,,,PRK
2019,26037632.0,0.230379003857119,10.0,50.255958807408,,,,,,PRK
2018,25931147.0,0.199575116241783,11.9,50.432273067021,,,,,,PRK
2017,25817709.0,0.195039075773021,10.2,50.608587326634,,,,,,PRK
2016,25698326.0,0.17137964161898,24.0,50.784901586247,,,,,,PRK
2015,25575350.0,0.156340322665405,22.6,50.96121584586,,,,,,PRK
2014,25451262.0,3.07245303969649,18.5,51.137530105473,,,,,,PRK
2013,25329451.0,-0.858196128098426,20.8,51.313844365086,,,,,,PRK
2012,25211728.0,0.0153932009487048,15.4,51.4901586246989,,,,,,PRK
2011,25097874.0,0.0120464717645938,14.8,51.6664728843119,,,,,,PRK
2010,24987258.0,0.00666638538458293,11.0,51.8427871439249,,,,,,PRK
2009,24878332.0,0.00497851155269988,10.4,52.0191014035379,,,,,,PRK
2008,24764618.0,0.00426687354538402,10.2,52.1954156631509,,,,,,PRK
2007,24646383.0,0.00274150829422425,10.9,52.3717299227639,,,,,,PRK
2006,24524507.0,0.00240716801141176,9.0,52.5480441823769,,,,,,PRK
2005,24396433.0,0.00205150589262331,9.2,52.7243584419899,,,,,,PRK
2004,24254943.0,0.00195703622792645,9.4,52.9006727016029,,,,,,PRK
2003,24090380.0,0.0015715782455472,9.3,53.0769869612158,,,,,,PRK
2002,23943973.0,0.000252831715210356,9.0,53.2533012208288,,,,,,PRK
2001,23815358.0,0.000198019801980198,8.6,53.4296154804418,,,,,,PRK
2000,23665910.0,0.0,8.7,53.6059297400548,,,,,,PRK
2022,51672569.0,,,64.2110655737705,1740868427277.01,668361226488.292,584495498380.966,464610582672.57,778315181229.981,KOR
2021,51769539.0,5.66699482655929,3.6,64.3135245901639,1696543311942.81,645512609946.041,576719051948.512,457908532851.733,752514981840.528,KOR
2020,51836239.0,5.20350325904817,3.6,64.4159836065574,1626525694049.93,586322856176.541,547914457032.811,427684805506.863,677363284488.075,KOR
2019,51764822.0,4.33030208668697,3.2,64.5184426229508,1638146960195.06,605256896288.748,552438750258.919,432321074492.518,689125316934.177,KOR
2018,51585058.0,3.33979211982802,3.2,64.6739130434783,1602194079769.04,617038381364.381,548744645113.566,427542447627.111,687486786580.338,KOR
2017,51361911.0,2.77403093092724,2.8,64.783099169316,1556927899270.75,606647228773.976,538055641700.779,413872642750.248,661197972505.477,KOR
2016,51217803.0,2.34017115641943,2.6,64.8791145667716,1509241369553.54,557288303443.336,516372526697.629,399039040101.154,645194913137.378,KOR
2015,51014947.0,1.54467671967099,2.7,65.0315562625071,1466038936206.43,529869468434.793,500651353615.647,390054843152.122,630243710500.662,KOR
2014,50746659.0,1.07511138457889,2.9,65.1442060966848,1425981639370.35,518906762220.341,489168761167.335,383617791198.127,628771146445.142,KOR
2013,50428893.0,0.834650729148868,1.9,65.2495227146758,1381732300870.28,512433811322.757,475358807188.366,371804297704.811,615865299382.6,KOR
2012,50199853.0,0.670575577464052,1.6,65.4300688521221,1339345905332.01,504165913245.693,461768268726.229,360722399923.958,593203516504.893,KOR
2011,49936638.0,0.557722618855225,1.4,65.6137462701924,1307922658113.4,491545047205.784,456414638262.615,355701764662.972,560718774661.182,KOR
2010,49554112.0,0.527292475309214,1.3,65.7098765432099,1261430519849.42,429251891657.695,440942662956.755,337983513896.472,485819077282.202,KOR
2009,49307835.0,0.429444197461834,1.2,65.8963527714816,1181061361993.54,365290407864.167,400029751964.207,297462713951.293,429822561071.309,KOR
2008,49054708.0,0.308583634198439,1.1,66.0356737808021,1171772731392.34,392395613432.041,405796455199.931,304574330044.807,431794880863.697,KOR
2007,48683638.0,0.228110281221055,1.0,66.1751960379695,1137500027631.58,379996153684.615,396352282392.408,294148958510.636,401288294601.232,KOR
2006,48438292.0,0.135553118337872,0.9,66.2943848059455,1075146392089.85,341161277772.497,371030756470.763,271899659800.036,356371465645.109,KOR
2005,48184561.0,0.0978749008984348,0.9,66.4068146618482,1021377732486.55,303330245965.237,349262159027.634,252084857675.278,318060749677.816,KOR
2004,48082519.0,0.0812534080540754,0.8,66.5193141912828,979188957980.11,281505987209.896,334297800313.187,239358240067.554,294775863707.804,KOR
2003,47892330.0,0.063865818204937,0.8,66.625,930811064125.151,251155817773.072,308387232254.14,216931922428.219,243606782778.233,KOR
2002,47644736.0,0.0614417724575792,0.7,66.7238351069325,902409606062.147,227332978175.476,292305808043.839,206545190889.98,214481244791.448,KOR
2001,47370164.0,0.0345027731200825,0.7,66.8503204465578,837696366558.277,197868080224.412,269492208460.037,188659382246.381,190121512618.788,KOR
2000,47008111.0,0.0349341957352611,0.7,67.1366369479577,798929132744.302,204964311056.388,260959008566.319,183443955426.952,193604594357.411,KOR
2022,1768096.0,,,,8250627929.71309,5563302655.63477,2236072957.94359,1175231258.03936,3272932080.26208,
2021,1786080.0,2.06562524485407,,,7912108452.01596,5276281939.74696,2150514798.4468,1072380513.07013,2753055908.39418,
2020,1790152.0,1.50135742021617,,,7144396206.5298,4014464676.26668,1995680149.99687,969443482.410812,1557519139.91037,
2019,1788891.0,1.59352763243049,,,7547450874.83231,4271936526.57074,2015472069.17023,958016278.132112,2196550404.12436,
2018,1797086.0,0.537259940492291,,,7204735953.90435,4087841252.42773,1987530097.8711,947108072.0072,2042282492.57615,
2017,1791019.0,0.0194310914359577,,,6967382841.60846,3686028906.40182,1913390509.15899,893202371.136461,1872497795.37851,
2016,1777568.0,0.00417954663621728,,,6646638934.14947,3495250236.07481,1785788591.82881,857509627.743675,1560213294.10525,
2015,1788274.0,0.00571962714567727,,,6295848422.71573,3246709183.22061,1696305098.43603,835091912.091033,1413505662.95645,
2014,1812788.0,0.00698995837295843,,,5944177154.36536,3342758529.894,1617894380.38563,811986992.549458,1387920374.52847,
2013,1818119.0,0.0,,,5751568358.0188,3179201131.68449,1626105355.26229,805831946.656342,1305457101.6575,
2012,1807126.0,0.0,,,5459962717.31459,3247728396.38654,1556804810.97403,737401873.15769,1325002337.15244,
2011,1791949.0,0.00482682889408731,,,5368051162.24269,3313890882.20202,1500166916.6496,692861508.096199,1298635304.85054,
2010,1788743.0,0.0193498452012384,,,5048966087.01821,2874276170.52669,1383392645.56754,680171348.38933,1012825877.33967,
2009,1794681.0,0.0,,,4811290686.57684,2571125892.46396,1330789510.76678,688548250.802274,794558093.649717,
2008,1800858.0,0.0,,,4580661082.49863,2502338805.0327,1250729694.90575,637822023.529778,664349016.204407,
2007,1807094.0,0.0,,,,,,,,
2006,1813079.0,0.0,,,,,,,,
2005,1818354.0,0.0,,,,,,,,
2004,1822773.0,0.0,,,,,,,,
2003,1826434.0,0.0,,,,,,,,
2002,1829462.0,0.0,,,,,,,,
2001,1820009.0,0.0,,,,,,,,
2000,1802493.0,0.0,,,,,,,,
2022,4589643.0,,,0.350729517396184,121664370029.182,49552566525.0226,67081160902.9705,13820907419.3904,58926961151.648,KWT
2021,4360865.0,0.265012812418762,0.1,0.350729517396184,114930360168.746,37203683861.5842,62177661371.0388,15214632187.673,52032528701.2631,KWT
2020,4400267.0,0.0806490448927176,0.1,0.350729517396184,112389452571.326,35817413224.7481,60221537434.9755,12413405662.0137,53252405928.428,KWT
2019,4442316.0,0.0828282559177312,0.1,0.350729517396184,118077764579.78,48662230711.504,63645673027.5613,9462015800.61546,54836990088.922,KWT
2018,4323515.0,0.0744504271082142,0.0,0.350729517396184,115463873883.03,59497756633.1239,63717303997.6593,10479880043.8963,59928757024.6129,KWT
2017,4154812.0,0.0704099576853327,0.0,0.350729517396184,112380894485.055,58596641677.5422,62291935334.7901,10249823141.9352,60122308339.9159,KWT
2016,4004096.0,0.069644003709781,0.0,0.350729517396184,117938413874.778,53653001820.213,66332023531.7944,9584549485.33499,63123661942.2847,KWT
2015,3834574.0,0.00745372539831303,0.0,0.350729517396184,114585555830.916,51488579479.6551,64094399656.6717,7995218659.00842,61607350840.2803,KWT
2014,3665876.0,0.00503530856616518,0.0,0.350729517396184,113910327577.994,48193854212.5911,65210676993.3244,8474404136.7588,62146742738.717,KWT
2013,3507844.0,0.000295169066281854,0.0,0.350729517396184,113342577209.708,45028479715.6767,65526430775.7152,9757260969.73193,61921551528.948,KWT
2012,3337109.0,1.63615242395982e-05,0.0,0.350729517396184,112054549995.581,44681475831.5086,66395386554.6771,9887151086.02391,63834909912.4668,KWT
2011,3132814.0,1.73946320165597e-05,0.0,0.350729517396184,105091329807.779,39206680814.0073,60263235551.5142,8271829252.14336,59278094963.2991,KWT
2010,2943372.0,0.0,0.0,0.350729517396184,95861255086.3355,37280114589.4798,52157767732.06,7035057440.00736,51879081061.3816,KWT
2009,2795484.0,0.0,0.0,0.34287317620651,98188818209.3521,,,,,KWT
2008,2651421.0,0.0,0.0,0.335016835016835,105665789072.072,,,,,KWT
2007,2507887.0,0.0,0.0,0.327160493827161,103108938022.819,,,,,KWT
2006,2364733.0,0.0,0.0,0.319304152637486,97280314521.3311,,,,,KWT
2005,2236788.0,0.0,0.0,0.311447811447811,90480881656.2481,,,,,KWT
2004,2157320.0,0.0,0.0,0.303591470258137,81802425533.3891,,,,,KWT
2003,2109881.0,0.0,0.0,0.295735129068462,74203741257.9195,,,,,KWT
2002,2059974.0,0.0,0.0,0.287878787878788,63245766790.5716,,,,,KWT
2001,2008121.0,0.0,0.0,0.280022446689113,61395143329.1037,,,,,KWT
2000,1954709.0,0.0,0.0,0.272166105499439,61264446307.3183,,,,,KWT
2022,6975219.5,,,7.04827945776851,8455209116.53133,10310585359.2624,2294280941.55209,1388034855.51984,3657632878.04638,KGZ
2021,6851224.0,0.000924824943849914,27.6,6.95318039624609,7759385792.10421,6184935505.28708,2065584577.04538,1195392600.77329,2298174579.15676,KGZ
2020,6726595.5,0.00077901843676967,30.0,6.85808133472367,7354379549.41978,4455390050.08234,2014618430.41138,1124444813.66903,1975205654.80872,KGZ
2019,6590211.0,0.00132318888521336,28.3,6.76298227320125,7920623120.2686,6133047680.55072,2226418483.88235,1200529934.37008,2712130985.8133,KGZ
2018,6444078.5,0.00193236714975845,23.4,6.66788321167883,7572252145.25549,5779156699.19722,2062124595.57274,1113493009.77064,2333100126.40807,KGZ
2017,6306695.5,0.00322310320376458,24.7,6.57280604796663,7297999868.50301,5379617296.41244,1946646327.84959,1059768107.92438,2398219216.23534,KGZ
2016,6175337.5,0.0286532951289398,22.2,6.54973931178311,6967733666.77765,5006870081.75546,1793112320.01109,993195876.125668,2259871799.46952,KGZ
2015,6040035.5,-0.0560245587106677,23.5,6.52664233576642,6678177511.66313,5060186675.86856,1674757518.01353,938335742.914271,2350023986.18426,KGZ
2014,5905847.5,-0.00274499039253363,26.6,6.50356621480709,6429000667.90909,5829229202.91566,1627582161.2417,1000843119.71483,2490313820.16897,KGZ
2013,5777150.0,-0.00214117479123546,24.8,6.48049009384776,6180302892.03129,5737888275.33826,1539548415.60677,1030274704.99182,2655520755.86372,KGZ
2012,5652076.0,0.0,22.4,6.45741397288842,5572083788.24116,5512207324.72829,1182577723.32369,698369640.074453,2363860002.53312,KGZ
2011,5546586.5,1.12217970708537,26.0,6.43433785192909,5576999924.82018,4905706435.09774,1334197660.57243,964222310.593103,2926332612.63424,KGZ
2010,5467059.0,1.21157024793388,25.6,6.41126173096976,5263491909.11624,4268544663.99734,1243315024.01908,913789736.360236,2528788695.4789,KGZ
2009,5389643.0,-1.07371650275196,24.7,6.38582898852972,5288430380.28424,,1212684615.39845,820802431.98091,,KGZ
2008,5318729.0,5.38722537959114,22.0,6.36039624608968,5140072739.62985,,1216552391.44354,905019700.120508,,KGZ
2007,5268384.5,8.55091031692515,24.5,6.33496350364964,4741693829.84541,,1067580528.63188,746653713.320531,,KGZ
2006,5218373.0,8.12848585003099,27.8,6.30953076120959,4368498475.52979,,967920181.369039,702120782.075902,,KGZ
2005,5162639.5,8.00752132160365,28.0,6.28409801876955,4237027793.42929,,1041321321.7328,817803953.949093,,KGZ
2004,5104712.5,7.20758206195099,27.7,6.25866527632951,4244477505.27223,,1155083567.68201,983291891.45555,,KGZ
2003,5043308.0,6.83974038941588,30.5,6.23323253388947,3965807641.19042,,1120922076.37714,962115062.847989,,KGZ
2002,4990704.0,4.57138064083208,28.3,6.20779979144943,3705313255.4532,,994376567.465772,816431394.371541,,KGZ
2001,4945072.5,5.04134045511085,36.0,6.18236704900939,3705955297.86785,,1093105694.54238,916068378.301186,,KGZ
2000,4898361.5,5.73973611948295,35.2,6.15693430656934,3518703233.18908,,1046054559.97348,839864838.308379,,KGZ
2022,7559007.0,,49.2,71.6052859618717,19570648221.6862,,6572525935.8346,1751806236.95759,,LAO
2021,7453194.0,-9.99621507291551,51.5,71.7547660311958,19054754737.3799,,6360372313.01564,1666915644.36201,,LAO
2020,7346533.0,-5.24774819855885,50.6,71.9042461005199,18584864138.19,,5910803148.63341,1523776522.96821,,LAO
2019,7237636.0,23.2482069672131,50.5,72.053726169844,18491844275.7106,,5685509607.77626,1443048301.30674,,LAO
2018,7128045.0,-3.15844691795751,50.2,72.2032062391681,17534839203.1116,,5383850923.68656,1352025672.6233,,LAO
2017,7018147.0,-1.84870242771589,50.6,72.3526863084922,16503694943.2856,,4993842366.10135,1272686545.53206,,LAO
2016,6908802.0,-0.367067897627673,51.7,72.5021663778163,15439521179.3987,7819977640.10528,4474481783.78511,1218752241.67038,5410323084.69626,LAO
2015,6801645.0,12.0690712795976,53.3,72.6516464471404,14426380125.6488,7479510329.88207,3995147111.00828,1181528062.17895,4898081700.51801,LAO
2014,6703172.0,3.19332242225859,58.2,72.8011265164645,13448654116.2974,7188519077.53525,3733392306.24599,1131533543.73789,4592583074.30373,LAO
2013,6611385.0,0.116634429400387,58.6,72.9506065857886,12497359667.4702,7013668326.19283,3479081344.41633,1031001088.17707,4290770292.0668,LAO
2012,6518978.0,-2.20479436317684,62.4,73.1000866551126,11568812077.4386,6185601811.69941,3230261742.12713,995950583.400465,3594754018.92028,LAO
2011,6426590.0,0.179813401187447,63.6,73.2495667244367,10709275115.0696,4720752355.68328,2859792825.12138,906009701.070132,3368681784.38428,LAO
2010,6334194.0,0.102023908154811,64.8,73.3990467937608,9912447859.53224,4031385444.62222,2453063583.42864,820712416.272105,2751651460.80316,LAO
2009,6241642.0,0.686571598336304,66.4,73.6089688041594,9133631713.05317,3690359338.18289,2054920436.38706,791378849.373224,2378120131.66681,LAO
2008,6148969.0,0.36319612590799,69.3,73.8188908145581,8496261313.36707,3371823200.4787,1792292775.75475,748148737.97018,2252093007.02479,LAO
