iso_alpha_3,income_group,year,total_emissions
PRY,Upper middle income,2009,69.3594009594
PRY,Upper middle income,2010,72.38468539499999
PRY,Upper middle income,2011,72.93922579160001
PRY,Upper middle income,2012,85.60875556751002
PRY,Upper middle income,2013,85.14627113611
PRY,Upper middle income,2014,58.80577223571
PRY,Upper middle income,2015,57.445842771209996
PRY,Upper middle income,2016,55.64200552091
PRY,Upper middle income,2017,56.68283659376
PRY,Upper middle income,2018,56.265315482560005
PRY,Upper middle income,2019,56.701377606
PRY,Upper middle income,2020,56.94020212943
PRY,Upper middle income,2021,59.0148054916
PRY,Upper middle income,2022,59.014020053500005
PYF,High income,2000,0.9413337906
PYF,High income,2001,1.0491374033
PYF,High income,2002,1.0847621238
PYF,High income,2003,1.1430154023999999
PYF,High income,2004,1.0894989739421301
PYF,High income,2005,1.1500520800784
PYF,High income,2006,1.0858067070792
PYF,High income,2007,1.1012678728946
PYF,High income,2008,1.1277700355383
PYF,High income,2009,1.1234317797975
PYF,High income,2010,1.1620558794521
PYF,High income,2011,1.1328101140033
PYF,High income,2012,1.0998255776949
PYF,High income,2013,1.1638075923638
PYF,High income,2014,1.1535108545574
PYF,High income,2015,1.1907978024227
PYF,High income,2016,1.1937289007975
PYF,High income,2017,1.1890147592579001
PYF,High income,2018,1.2231374302256999
PYF,High income,2019,1.2784293234802
PYF,High income,2020,1.0614492288111
PYF,High income,2021,1.0992207419688
PYF,High income,2022,1.1221122229083
QAT,High income,2000,69.91205527083
QAT,High income,2001,67.04823762372
QAT,High income,2002,71.37608498406
QAT,High income,2003,77.81949359514999
QAT,High income,2004,82.43312488571999
QAT,High income,2005,83.44548518486
QAT,High income,2006,91.8051339782
QAT,High income,2007,103.3355994176
QAT,High income,2008,113.9170558541
QAT,High income,2009,118.96556134480001
QAT,High income,2010,137.2115977625
QAT,High income,2011,157.8379193914
QAT,High income,2012,166.6436412034
QAT,High income,2013,176.8541120929
QAT,High income,2014,182.4028926899
QAT,High income,2015,187.6059356644
QAT,High income,2016,190.28635215
QAT,High income,2017,190.7883929592
QAT,High income,2018,190.64267138789998
QAT,High income,2019,192.4052901481
QAT,High income,2020,191.1989536608
QAT,High income,2021,197.51120869989998
QAT,High income,2022,194.6521137295
ROU,High income,2000,101.811842059
ROU,High income,2001,106.66607298
ROU,High income,2002,108.31109771499999
ROU,High income,2003,111.68547002300001
ROU,High income,2004,111.893234056
ROU,High income,2005,108.26097497800001
ROU,High income,2006,114.482196176
ROU,High income,2007,112.45605864400001
ROU,High income,2008,109.726585678
ROU,High income,2009,91.880975025
ROU,High income,2010,91.64570411
ROU,High income,2011,97.57378088600001
ROU,High income,2012,92.492450813
ROU,High income,2013,84.254366344
ROU,High income,2014,82.16878728100001
ROU,High income,2015,84.56768353
ROU,High income,2016,82.349755516
ROU,High income,2017,88.43160002900001
ROU,High income,2018,92.519657471
ROU,High income,2019,92.012457465
ROU,High income,2020,81.473746525
ROU,High income,2021,86.998156117
ROU,High income,2022,84.099163977
RUS,Upper middle income,2000,1632.978937299
RUS,Upper middle income,2001,1589.8068097409998
RUS,Upper middle income,2002,1553.549243482
RUS,Upper middle income,2003,1608.715354913
RUS,Upper middle income,2004,1650.245010784
RUS,Upper middle income,2005,1656.218624388
RUS,Upper middle income,2006,1681.818222609
RUS,Upper middle income,2007,1677.815069856
RUS,Upper middle income,2008,1620.81770733
RUS,Upper middle income,2009,1452.089531621
RUS,Upper middle income,2010,1490.2776849109998
RUS,Upper middle income,2011,1644.666299003
RUS,Upper middle income,2012,1626.503279584
RUS,Upper middle income,2013,1635.006353024
RUS,Upper middle income,2014,1576.1375989970002
RUS,Upper middle income,2015,1665.4810813459999
RUS,Upper middle income,2016,1633.783930575
RUS,Upper middle income,2017,1695.622290925
RUS,Upper middle income,2018,1808.3485224820001
RUS,Upper middle income,2019,1927.9259393374
RUS,Upper middle income,2020,1826.9249055034002
RUS,Upper middle income,2021,2001.0381934424
RUS,Upper middle income,2022,1974.1967228674
RWA,Low income,2000,-1.24230632
RWA,Low income,2001,-1.0516791650000004
RWA,Low income,2002,-0.8220602680000004
RWA,Low income,2003,-0.6768058520000002
RWA,Low income,2004,-0.5186346180000001
RWA,Low income,2005,-0.432674027
RWA,Low income,2006,0.42391798399999914
RWA,Low income,2007,0.4276330589999997
RWA,Low income,2008,0.5224189709999996
RWA,Low income,2009,0.5509470460000001
RWA,Low income,2010,0.7154140179999997
RWA,Low income,2011,0.5608907699999994
RWA,Low income,2012,0.6172606519999997
RWA,Low income,2013,0.7025160939999999
RWA,Low income,2014,0.6675023089999996
RWA,Low income,2015,1.203900785
RWA,Low income,2016,1.1257365009999996
RWA,Low income,2017,1.156554894
RWA,Low income,2018,1.3400820270000002
RWA,Low income,2019,1.6012454160000003
RWA,Low income,2020,1.6425174980000001
RWA,Low income,2021,1.8444442749999999
RWA,Low income,2022,1.9417664070000002
SAU,High income,2000,349.32954117099996
SAU,High income,2001,361.93333188
SAU,High income,2002,382.234956572
SAU,High income,2003,408.112978343
SAU,High income,2004,430.9461639
SAU,High income,2005,459.195095123
SAU,High income,2006,483.626855167
SAU,High income,2007,506.00849145
SAU,High income,2008,543.50430689
SAU,High income,2009,563.21983843
SAU,High income,2010,610.566063031
SAU,High income,2011,640.922190712
SAU,High income,2012,677.904928896
SAU,High income,2013,687.042084645
SAU,High income,2014,730.770758593
SAU,High income,2015,762.927326207
SAU,High income,2016,768.286498182
SAU,High income,2017,765.596166164
SAU,High income,2018,749.496191871
SAU,High income,2019,752.508677834
SAU,High income,2020,746.39245632
SAU,High income,2021,770.9967622089999
SAU,High income,2022,801.535206922
SDN,Low income,2000,107.36927282900001
SDN,Low income,2001,112.75452193500001
SDN,Low income,2002,116.39700968700001
SDN,Low income,2003,119.926584843
SDN,Low income,2004,122.636903503
SDN,Low income,2005,126.594378921
SDN,Low income,2006,129.65237216399998
SDN,Low income,2007,132.459335804
SDN,Low income,2008,134.223871317
SDN,Low income,2009,136.151292089
SDN,Low income,2010,137.116844174
SDN,Low income,2011,134.014015312
SDN,Low income,2012,136.63660454
SDN,Low income,2013,137.859481095
SDN,Low income,2014,139.758005962
SDN,Low income,2015,143.341288571
SDN,Low income,2016,147.28942229
SDN,Low income,2017,147.232994845
SDN,Low income,2018,151.967491873
SDN,Low income,2019,152.516438342
SDN,Low income,2020,152.20651113
SDN,Low income,2021,155.270372802
SDN,Low income,2022,157.09857146000002
SEN,Lower middle income,2000,1.3246937219999992
SEN,Lower middle income,2001,2.170625040999999
SEN,Lower middle income,2002,2.273043401999999
SEN,Lower middle income,2003,2.2579801780000004
SEN,Lower middle income,2004,3.1156555289999996
SEN,Lower middle income,2005,3.95626324
SEN,Lower middle income,2006,4.245367877
SEN,Lower middle income,2007,5.218460681
SEN,Lower middle income,2008,5.948278769
SEN,Lower middle income,2009,6.717237342000001
SEN,Lower middle income,2010,7.461718986999999
SEN,Lower middle income,2011,8.464506983
SEN,Lower middle income,2012,9.029952446
SEN,Lower middle income,2013,9.766937408
SEN,Lower middle income,2014,10.739088733
SEN,Lower middle income,2015,12.542308862
SEN,Lower middle income,2016,14.103934314
SEN,Lower middle income,2017,13.916774608999999
SEN,Lower middle income,2018,14.650160696
SEN,Lower middle income,2019,17.259634892
SEN,Lower middle income,2020,16.466894473
SEN,Lower middle income,2021,17.703894816000002
SEN,Lower middle income,2022,18.614531086
SGP,High income,2000,57.641516845868004
SGP,High income,2001,59.226593026868
SGP,High income,2002,51.926814325868
SGP,High income,2003,50.383629503167995
SGP,High income,2004,53.102400488388
SGP,High income,2005,50.974780088147
SGP,High income,2006,51.26887475354199
SGP,High income,2007,51.990692469769996
SGP,High income,2008,51.262036563735
SGP,High income,2009,52.288045460064
SGP,High income,2010,58.992398266298004
SGP,High income,2011,61.403297135803
SGP,High income,2012,59.560355769862
SGP,High income,2013,63.030301753862005
SGP,High income,2014,64.919136641877
SGP,High income,2015,66.790552165536
SGP,High income,2016,64.865710573637
SGP,High income,2017,70.158727103571
SGP,High income,2018,68.28790368249099
SGP,High income,2019,70.784930736476
SGP,High income,2020,69.168295230301
SGP,High income,2021,71.100430286454
SGP,High income,2022,70.230306677621
SLB,Lower middle income,2000,2.1211503773000002
SLB,Lower middle income,2001,2.1377332096
SLB,Lower middle income,2002,3.5629743215
SLB,Lower middle income,2003,2.8043389381
SLB,Lower middle income,2004,3.69096613579359
SLB,Lower middle income,2005,6.35241078166047
SLB,Lower middle income,2006,5.49274428592918
SLB,Lower middle income,2007,6.65530424140284
SLB,Lower middle income,2008,7.81460873970067
SLB,Lower middle income,2009,6.62604760713929
SLB,Lower middle income,2010,7.95036605183537
SLB,Lower middle income,2011,7.16867842748883
SLB,Lower middle income,2012,9.82889352152693
SLB,Lower middle income,2013,10.0622484716305
SLB,Lower middle income,2014,13.141577273521431
SLB,Lower middle income,2015,14.26307453234678
SLB,Lower middle income,2016,16.01994499083063
SLB,Lower middle income,2017,16.80931361288286
SLB,Lower middle income,2018,16.83253567357869
SLB,Lower middle income,2019,16.85110199775155
SLB,Lower middle income,2020,16.7846462032918
SLB,Lower middle income,2021,16.8028171154408
SLB,Lower middle income,2022,16.8161594159169
SLE,Low income,2000,3.394776849456707
SLE,Low income,2001,3.71747154206959
SLE,Low income,2002,4.07496226052992
SLE,Low income,2003,4.299092976246
SLE,Low income,2004,4.663023669398
SLE,Low income,2005,5.002044926192
SLE,Low income,2006,5.59269982147
SLE,Low income,2007,4.9042198069200005
SLE,Low income,2008,5.10915778608
SLE,Low income,2009,5.388626403
SLE,Low income,2010,5.701333809
SLE,Low income,2011,6.133511698
SLE,Low income,2012,6.654936053
SLE,Low income,2013,6.840392325
SLE,Low income,2014,7.177426242
SLE,Low income,2015,6.652555677
SLE,Low income,2016,6.9711007039999995
SLE,Low income,2017,7.007790488
SLE,Low income,2018,7.922276483
SLE,Low income,2019,6.775229741
SLE,Low income,2020,6.870744918
SLE,Low income,2021,7.025865975
SLE,Low income,2022,7.123096814
SLV,Upper middle income,2000,13.240710541
SLV,Upper middle income,2001,13.820939938
SLV,Upper middle income,2002,13.995264169
SLV,Upper middle income,2003,14.462231949
SLV,Upper middle income,2004,14.880830585
SLV,Upper middle income,2005,15.158663598
SLV,Upper middle income,2006,15.661956659
SLV,Upper middle income,2007,15.903362525
SLV,Upper middle income,2008,15.060449497
SLV,Upper middle income,2009,14.788562811
SLV,Upper middle income,2010,14.44067355
SLV,Upper middle income,2011,11.884338554
SLV,Upper middle income,2012,12.149046733
SLV,Upper middle income,2013,11.313500462
SLV,Upper middle income,2014,11.805636544
SLV,Upper middle income,2015,12.305421658
SLV,Upper middle income,2016,12.254831594
SLV,Upper middle income,2017,11.612488219015
SLV,Upper middle income,2018,11.80890972078
SLV,Upper middle income,2019,12.78107726427
SLV,Upper middle income,2020,11.449257892799999
SLV,Upper middle income,2021,12.3195080232
SLV,Upper middle income,2022,12.7298631062
SOM,Low income,2000,18.2219100826563
SOM,Low income,2001,24.439381470945186
SOM,Low income,2002,23.33030967947723
SOM,Low income,2003,23.76553680137219
SOM,Low income,2004,36.44619044328641
SOM,Low income,2005,38.7246572032969
SOM,Low income,2006,39.288832559893365
SOM,Low income,2007,36.619818520900004
SOM,Low income,2008,36.9307208508
SOM,Low income,2009,39.1292171698
SOM,Low income,2010,43.249791026800004
SOM,Low income,2011,49.0117129598
SOM,Low income,2012,49.1029848418
SOM,Low income,2013,60.666642999800004
SOM,Low income,2014,67.2800714858
SOM,Low income,2015,67.5337114658
SOM,Low income,2016,67.8209383148
SOM,Low income,2017,67.92747304880001
SOM,Low income,2018,68.23726006780001
SOM,Low income,2019,69.07893543879999
SOM,Low income,2020,69.52610192680001
SOM,Low income,2021,70.00459981579999
SOM,Low income,2022,70.31215987479999
STP,Lower middle income,2000,-0.2632093250409612
STP,Lower middle income,2001,-0.26193765881821063
STP,Lower middle income,2002,-0.251216679488774
STP,Lower middle income,2003,-0.240429586764057
STP,Lower middle income,2004,-0.228677374723613
STP,Lower middle income,2005,-0.22050254339828002
STP,Lower middle income,2006,-0.212988744210443
STP,Lower middle income,2007,-0.2092105256
STP,Lower middle income,2008,-0.1999112377
STP,Lower middle income,2009,-0.18955503480000002
STP,Lower middle income,2010,-0.1769016031
STP,Lower middle income,2011,-0.17308973119999999
STP,Lower middle income,2012,-0.10613719430000002
STP,Lower middle income,2013,-0.10388628920000001
STP,Lower middle income,2014,-0.1016320905
STP,Lower middle income,2015,-0.09124966640000001
STP,Lower middle income,2016,-0.0879968924
STP,Lower middle income,2017,-0.08573434700000002
STP,Lower middle income,2018,-0.08530911500000002
STP,Lower middle income,2019,-0.06494531110000001
STP,Lower middle income,2020,-0.11815828180000004
STP,Lower middle income,2021,-0.1083774777
STP,Lower middle income,2022,-0.11763425779999998
SUR,Upper middle income,2000,6.9071676759
SUR,Upper middle income,2001,6.9282708565
SUR,Upper middle income,2002,6.3484470257
SUR,Upper middle income,2003,6.5750080562
SUR,Upper middle income,2004,6.7203227929
SUR,Upper middle income,2005,6.9917948868
SUR,Upper middle income,2006,6.8478883339
SUR,Upper middle income,2007,6.7329262361
SUR,Upper middle income,2008,6.8174493974
SUR,Upper middle income,2009,10.8671561521
SUR,Upper middle income,2010,11.1799601142
SUR,Upper middle income,2011,11.4118561515
SUR,Upper middle income,2012,11.8821362063
SUR,Upper middle income,2013,19.230282194400004
SUR,Upper middle income,2014,14.7181417448
SUR,Upper middle income,2015,16.3888048219
SUR,Upper middle income,2016,17.262933664600002
SUR,Upper middle income,2017,17.286982131000002
SUR,Upper middle income,2018,17.571823172200002
SUR,Upper middle income,2019,18.1401595296
SUR,Upper middle income,2020,18.0658587365
SUR,Upper middle income,2021,18.7474637458
SUR,Upper middle income,2022,18.761186715100003
SVK,High income,2000,40.890691863
SVK,High income,2001,42.266503927
SVK,High income,2002,41.251794644
SVK,High income,2003,42.315824054000004
SVK,High income,2004,41.96404193
SVK,High income,2005,45.756805323
SVK,High income,2006,42.652578981
SVK,High income,2007,42.465259359
SVK,High income,2008,43.431211352999995
SVK,High income,2009,39.457389294
SVK,High income,2010,42.7710248417
SVK,High income,2011,40.9430497965
SVK,High income,2012,37.708480463
SVK,High income,2013,37.4943882224
SVK,High income,2014,36.606956727000004
SVK,High income,2015,36.93315446
SVK,High income,2016,37.827615508
SVK,High income,2017,40.163570296
SVK,High income,2018,40.422486529000004
SVK,High income,2019,37.431340888
SVK,High income,2020,33.53071895
SVK,High income,2021,37.772425357
SVK,High income,2022,36.663367021
SVN,High income,2000,14.2118509804
SVN,High income,2001,15.974709892899998
SVN,High income,2002,15.61499189575
SVN,High income,2003,15.822807698950001
SVN,High income,2004,16.196961698550002
SVN,High income,2005,16.358954022800003
SVN,High income,2006,16.5227171464
SVN,High income,2007,16.0608115893
SVN,High income,2008,16.9327900913
SVN,High income,2009,14.7518446718
SVN,High income,2010,14.93661656489
SVN,High income,2011,13.9686454517
SVN,High income,2012,13.459961422900001
SVN,High income,2013,14.88050122321
SVN,High income,2014,19.284179197500002
SVN,High income,2015,19.6400958214
SVN,High income,2016,20.525952814750003
SVN,High income,2017,21.0273379819035
SVN,High income,2018,20.9341721926503
SVN,High income,2019,14.5256675550538
SVN,High income,2020,13.3163983422067
SVN,High income,2021,13.8752787736519
SVN,High income,2022,13.473799836551901
SWE,High income,2000,37.32592864
SWE,High income,2001,36.24686132499999
SWE,High income,2002,38.767866940000005
SWE,High income,2003,43.000849384999995
SWE,High income,2004,48.115247651000004
SWE,High income,2005,47.699324401
SWE,High income,2006,41.096644267
SWE,High income,2007,44.450225245999995
SWE,High income,2008,35.434805723
SWE,High income,2009,29.688794178999995
SWE,High income,2010,33.855700657
SWE,High income,2011,28.999056324999994
SWE,High income,2012,25.295256195
SWE,High income,2013,25.170989184000003
SWE,High income,2014,23.645179121999995
SWE,High income,2015,26.580544979000003
SWE,High income,2016,25.865436258
SWE,High income,2017,29.672406869
SWE,High income,2018,27.045908203700005
SWE,High income,2019,24.1977360068
SWE,High income,2020,21.269193475100003
SWE,High income,2021,19.9060069676
SWE,High income,2022,19.1306134203
SWZ,Lower middle income,2000,-0.18077851199999975
SWZ,Lower middle income,2001,-0.2918847530000003
SWZ,Lower middle income,2002,-0.2515015420000005
SWZ,Lower middle income,2003,-0.20975888499999992
SWZ,Lower middle income,2004,-0.15748180799999986
SWZ,Lower middle income,2005,-0.17503859500000027
SWZ,Lower middle income,2006,-0.23890074000000036
SWZ,Lower middle income,2007,-0.14683193299999972
SWZ,Lower middle income,2008,-0.21428305499999953
SWZ,Lower middle income,2009,-0.26060712500000005
SWZ,Lower middle income,2010,-0.5897833440000001
SWZ,Lower middle income,2011,-0.7221737790000001
SWZ,Lower middle income,2012,-0.7064820400000004
SWZ,Lower middle income,2013,-0.49213217300000023
SWZ,Lower middle income,2014,-0.480598709
SWZ,Lower middle income,2015,-0.44098943800000023
SWZ,Lower middle income,2016,-0.3628465710000003
SWZ,Lower middle income,2017,-0.407753028
SWZ,Lower middle income,2018,-0.38103176500000024
SWZ,Lower middle income,2019,-0.29657050900000026
SWZ,Lower middle income,2020,-0.32121633699999996
SWZ,Lower middle income,2021,-0.27663074600000026
SWZ,Lower middle income,2022,-0.1121512630000002
SYC,High income,2000,0.02915507863910205
SYC,High income,2001,0.0973704333628701
SYC,High income,2002,0.010028683076029998
SYC,High income,2003,0.013202130227470077
SYC,High income,2004,0.3275878254913901
SYC,High income,2005,0.22618881326356
SYC,High income,2006,0.32154213597250003
SYC,High income,2007,0.1323897120780001
SYC,High income,2008,0.1899573366870001
SYC,High income,2009,0.27187278557000005
SYC,High income,2010,0.18481928922000002
SYC,High income,2011,0.036596046662000115
SYC,High income,2012,0.15175785107000006
SYC,High income,2013,0.05996571167400011
SYC,High income,2014,0.19830973486000003
SYC,High income,2015,0.252868942937
SYC,High income,2016,0.335384147425
SYC,High income,2017,0.36319425390400006
SYC,High income,2018,0.2513855057190001
SYC,High income,2019,0.29049976484600004
SYC,High income,2020,0.306918798666
SYC,High income,2021,0.3531122395770001
SYC,High income,2022,0.3745407595560002
SYR,Low income,2000,87.1323365615
SYR,Low income,2001,79.8558683806
SYR,Low income,2002,75.6239648503
SYR,Low income,2003,76.2798781883
SYR,Low income,2004,77.5480819147
SYR,Low income,2005,89.5944048532
SYR,Low income,2006,91.559920316
SYR,Low income,2007,95.549900052
SYR,Low income,2008,95.270960761
SYR,Low income,2009,92.737761577
SYR,Low income,2010,92.925278296
SYR,Low income,2011,88.39174625300001
SYR,Low income,2012,70.38975194
SYR,Low income,2013,51.681962997999996
SYR,Low income,2014,46.558792606
SYR,Low income,2015,44.6660746189
SYR,Low income,2016,43.3949534099
SYR,Low income,2017,44.9061129122
SYR,Low income,2018,45.86238778
SYR,Low income,2019,45.001613436
SYR,Low income,2020,44.099448188000004
SYR,Low income,2021,45.009272588
SYR,Low income,2022,46.268805084
TCA,High income,2000,0.027309560412110002
TCA,High income,2001,0.02913566402951
TCA,High income,2002,0.03684945078496
TCA,High income,2003,0.0339903756522
TCA,High income,2004,0.0379439105392
TCA,High income,2005,0.0443274433003
TCA,High income,2006,0.051966588329500005
TCA,High income,2007,0.0622894085481
TCA,High income,2008,0.0694726405168
TCA,High income,2009,0.0759410282078
TCA,High income,2010,0.08351621002
TCA,High income,2011,0.0689818837345
TCA,High income,2012,0.07348824331369999
TCA,High income,2013,0.086084927
TCA,High income,2014,0.09080070729999999
TCA,High income,2015,0.0916080356
TCA,High income,2016,0.0972671029
TCA,High income,2017,0.0952038057
TCA,High income,2018,0.10525117540000001
TCA,High income,2019,0.117882797
TCA,High income,2020,0.1014781297
TCA,High income,2021,0.0977244684
TCA,High income,2022,0.1007416621
TCD,Low income,2000,21.515828262
TCD,Low income,2001,22.903923835
TCD,Low income,2002,24.443105009
TCD,Low income,2003,26.511896953
TCD,Low income,2004,29.473702995
TCD,Low income,2005,31.40411618
TCD,Low income,2006,33.09956029
TCD,Low income,2007,35.052546804
TCD,Low income,2008,36.874033787
TCD,Low income,2009,38.991097952000004
TCD,Low income,2010,41.616839719
TCD,Low income,2011,44.542765502
TCD,Low income,2012,48.310324774
TCD,Low income,2013,51.771977857
TCD,Low income,2014,55.206619079
TCD,Low income,2015,60.670826244000004
TCD,Low income,2016,64.640664889
TCD,Low income,2017,69.022568701
TCD,Low income,2018,73.610463148
TCD,Low income,2019,77.570177993
TCD,Low income,2020,81.431060907
TCD,Low income,2021,85.362959816
TCD,Low income,2022,89.183316867
TGO,Low income,2000,5.9738111972
TGO,Low income,2001,5.982106406
TGO,Low income,2002,6.1745825586
TGO,Low income,2003,6.539760332
TGO,Low income,2004,6.590777532
TGO,Low income,2005,6.793233595
TGO,Low income,2006,6.779446911
TGO,Low income,2007,6.868510887
TGO,Low income,2008,7.379748084
TGO,Low income,2009,8.8249980228
TGO,Low income,2010,8.757219715
TGO,Low income,2011,8.6948127192
TGO,Low income,2012,9.156575308599999
TGO,Low income,2013,9.0355354858
TGO,Low income,2014,9.019568418
TGO,Low income,2015,9.027032066
TGO,Low income,2016,9.651267213
TGO,Low income,2017,9.643843663
TGO,Low income,2018,10.157146389
TGO,Low income,2019,10.682287166
TGO,Low income,2020,11.109743617
TGO,Low income,2021,11.539002283
TGO,Low income,2022,11.817168767
THA,Upper middle income,2000,289.431688339
THA,Upper middle income,2001,301.812923874
THA,Upper middle income,2002,314.15204248
THA,Upper middle income,2003,329.783371277
THA,Upper middle income,2004,351.71531339
THA,Upper middle income,2005,364.979428999
THA,Upper middle income,2006,370.501889862
THA,Upper middle income,2007,385.33715889
THA,Upper middle income,2008,388.774477624
THA,Upper middle income,2009,387.090328777
THA,Upper middle income,2010,410.299958432
THA,Upper middle income,2011,409.061883939
THA,Upper middle income,2012,429.98356807
THA,Upper middle income,2013,441.434444882
THA,Upper middle income,2014,431.239142839
THA,Upper middle income,2015,431.240735475
THA,Upper middle income,2016,433.718716976
THA,Upper middle income,2017,433.25458081299996
THA,Upper middle income,2018,430.08701205899996
THA,Upper middle income,2019,437.360262058
THA,Upper middle income,2020,433.19445099
THA,Upper middle income,2021,439.465826642
THA,Upper middle income,2022,447.66890672200003
TJK,Lower middle income,2000,8.891433328923
TJK,Lower middle income,2001,8.390155807151
TJK,Lower middle income,2002,9.242625384151
TJK,Lower middle income,2003,8.577515476151
TJK,Lower middle income,2004,10.712365855804
TJK,Lower middle income,2005,10.186002856457
TJK,Lower middle income,2006,10.870931058229
TJK,Lower middle income,2007,12.358712543996
TJK,Lower middle income,2008,11.170309964095999
TJK,Lower middle income,2009,10.393612160896
TJK,Lower middle income,2010,10.274977676782001
TJK,Lower middle income,2011,10.244053332168
TJK,Lower middle income,2012,11.221146342235
TJK,Lower middle income,2013,11.441359862481999
TJK,Lower middle income,2014,12.9101569809
TJK,Lower middle income,2015,13.692652608515
TJK,Lower middle income,2016,14.726331786115
TJK,Lower middle income,2017,16.454825028696998
TJK,Lower middle income,2018,17.845268791876
TJK,Lower middle income,2019,18.799918807607
TJK,Lower middle income,2020,19.293574255672
TJK,Lower middle income,2021,20.532614826381998
TJK,Lower middle income,2022,20.935212438435
TKM,Upper middle income,2000,73.2359878118
TKM,Upper middle income,2001,75.1239355976
TKM,Upper middle income,2002,82.047130407
TKM,Upper middle income,2003,92.981301584
TKM,Upper middle income,2004,97.751436954
TKM,Upper middle income,2005,99.399618524
TKM,Upper middle income,2006,103.48415633500001
TKM,Upper middle income,2007,109.789230296
TKM,Upper middle income,2008,114.048863242
TKM,Upper middle income,2009,92.61546846499999
TKM,Upper middle income,2010,101.850082728
TKM,Upper middle income,2011,115.09382494200001
TKM,Upper middle income,2012,120.24937928
TKM,Upper middle income,2013,122.355640873
TKM,Upper middle income,2014,121.669844748
TKM,Upper middle income,2015,125.88568058700001
TKM,Upper middle income,2016,123.492339301
TKM,Upper middle income,2017,122.260544271
TKM,Upper middle income,2018,122.589429028
TKM,Upper middle income,2019,123.63959380200001
TKM,Upper middle income,2020,122.616651708
TKM,Upper middle income,2021,127.137937906
TKM,Upper middle income,2022,128.052652666
TLS,Lower middle income,2000,1.2842382224
TLS,Lower middle income,2001,1.39857054552
TLS,Lower middle income,2002,1.38187563
TLS,Lower middle income,2003,1.5895524374
TLS,Lower middle income,2004,2.0291771325
TLS,Lower middle income,2005,2.3019671547000002
TLS,Lower middle income,2006,5.4926073483
TLS,Lower middle income,2007,-0.9477465945999999
TLS,Lower middle income,2008,0.5651336750000002
TLS,Lower middle income,2009,2.2083525982
TLS,Lower middle income,2010,4.2145724004
TLS,Lower middle income,2011,1.3800724350000002
TLS,Lower middle income,2012,2.3262490873999995
TLS,Lower middle income,2013,2.4481418635999996
TLS,Lower middle income,2014,5.642836841599999
TLS,Lower middle income,2015,2.7584394216
TLS,Lower middle income,2016,2.3484456226
TLS,Lower middle income,2017,2.2214771095
TLS,Lower middle income,2018,2.240789137
TLS,Lower middle income,2019,2.0924067636999997
TLS,Lower middle income,2020,1.6689966186
TLS,Lower middle income,2021,1.6543590285
TLS,Lower middle income,2022,1.5616829931999998
TON,Upper middle income,2000,-1.77891033594
TON,Upper middle income,2001,-1.7866178856800001
TON,Upper middle income,2002,-1.77667575748
TON,Upper middle income,2003,-1.7543600989900001
TON,Upper middle income,2004,-1.769594622413479
TON,Upper middle income,2005,-1.75919007768357
TON,Upper middle income,2006,-1.62864036591037
TON,Upper middle income,2007,-1.7733648722503002
TON,Upper middle income,2008,-1.76294952527632
TON,Upper middle income,2009,-1.75092534445617
TON,Upper middle income,2010,-1.75801887980167
TON,Upper middle income,2011,-1.76397962954915
TON,Upper middle income,2012,-1.76492024377251
TON,Upper middle income,2013,-1.76446121784204
TON,Upper middle income,2014,-1.75085642502689
TON,Upper middle income,2015,-1.74512845132915
TON,Upper middle income,2016,-1.7355477019005001
TON,Upper middle income,2017,-1.70093430785056
TON,Upper middle income,2018,-1.7229626882475
TON,Upper middle income,2019,-1.686522237002
TON,Upper middle income,2020,-1.7240888200725102
TON,Upper middle income,2021,-1.71722715765519
TON,Upper middle income,2022,-1.7128691081437502
TTO,High income,2000,26.1642030901
TTO,High income,2001,29.3569950552
TTO,High income,2002,32.329195656399996
TTO,High income,2003,38.9534906193
TTO,High income,2004,42.4241204694
TTO,High income,2005,49.5362581838
TTO,High income,2006,55.917773960800005
TTO,High income,2007,57.4960746266
TTO,High income,2008,56.200166517
TTO,High income,2009,55.58262883490001
TTO,High income,2010,60.0836226664
TTO,High income,2011,59.206682932
TTO,High income,2012,55.863843009700005
TTO,High income,2013,55.2855179011
TTO,High income,2014,55.062907563900005
TTO,High income,2015,53.813311938
TTO,High income,2016,48.1245213392
TTO,High income,2017,48.882252751799996
TTO,High income,2018,49.03797066
TTO,High income,2019,49.8241036734
TTO,High income,2020,45.0628158603
TTO,High income,2021,43.133789803
TTO,High income,2022,43.7185045999
TUN,Lower middle income,2000,36.0418307708
TUN,Lower middle income,2001,36.9361688636
TUN,Lower middle income,2002,36.460146902
TUN,Lower middle income,2003,36.0095820069
TUN,Lower middle income,2004,37.437280573
TUN,Lower middle income,2005,38.3966054354
TUN,Lower middle income,2006,39.6149525693
TUN,Lower middle income,2007,40.1828697275
TUN,Lower middle income,2008,41.3011669187
TUN,Lower middle income,2009,41.1264791304
TUN,Lower middle income,2010,46.643924435900004
TUN,Lower middle income,2011,43.5225160859
TUN,Lower middle income,2012,46.1658387562
TUN,Lower middle income,2013,45.9190395747
TUN,Lower middle income,2014,47.822871726799995
TUN,Lower middle income,2015,48.2492096643
TUN,Lower middle income,2016,47.3842342514
TUN,Lower middle income,2017,47.4130055406
TUN,Lower middle income,2018,47.645018613699996
TUN,Lower middle income,2019,47.6875480697
TUN,Lower middle income,2020,45.9813276927
TUN,Lower middle income,2021,52.8822176934
TUN,Lower middle income,2022,53.7120730028
