future_id,iso_alpha_3,2022,2030,vulnerability_threshold,vulnerability_indicator,ndc_unconditional
id_MEX_197,MEX,787.6710940988988,830.638583272715,808.5321233904137,1,644.2
id_MEX_198,MEX,787.6710940988988,824.055712081976,808.5321233904137,1,644.2
id_MEX_199,MEX,787.6710940988988,770.0418172905916,808.5321233904137,0,644.2
id_MEX_2,MEX,787.6710940988988,804.500285652323,808.5321233904137,0,644.2
id_MEX_20,MEX,787.6710940988988,857.4187325386428,808.5321233904137,1,644.2
id_MEX_200,MEX,787.6710940988988,765.4431407353867,808.5321233904137,0,644.2
id_MEX_201,MEX,787.6710940988988,801.081902118184,808.5321233904137,0,644.2
id_MEX_202,MEX,787.6710940988988,811.4106374222898,808.5321233904137,1,644.2
id_MEX_203,MEX,787.6710940988988,853.3174421827871,808.5321233904137,1,644.2
id_MEX_204,MEX,787.6710940988988,860.8568979936642,808.5321233904137,1,644.2
id_MEX_205,MEX,787.6710940988988,791.9450335851354,808.5321233904137,0,644.2
id_MEX_206,MEX,787.6710940988988,798.8542709658878,808.5321233904137,0,644.2
id_MEX_207,MEX,787.6710940988988,821.0682805746898,808.5321233904137,1,644.2
id_MEX_208,MEX,787.6710940988988,805.5088800554466,808.5321233904137,0,644.2
id_MEX_209,MEX,787.6710940988988,777.6406588580465,808.5321233904137,0,644.2
id_MEX_21,MEX,787.6710940988988,821.7344622513924,808.5321233904137,1,644.2
id_MEX_210,MEX,787.6710940988988,847.5193255276611,808.5321233904137,1,644.2
id_MEX_211,MEX,787.6710940988988,768.7594941036244,808.5321233904137,0,644.2
id_MEX_212,MEX,787.6710940988988,828.2889318400133,808.5321233904137,1,644.2
id_MEX_213,MEX,787.6710940988988,725.5599223559427,808.5321233904137,0,644.2
id_MEX_214,MEX,787.6710940988988,831.3186960197631,808.5321233904137,1,644.2
id_MEX_215,MEX,787.6710940988988,813.9001370878862,808.5321233904137,1,644.2
id_MEX_216,MEX,787.6710940988988,788.1004217197717,808.5321233904137,0,644.2
id_MEX_217,MEX,787.6710940988988,847.7590180463843,808.5321233904137,1,644.2
id_MEX_218,MEX,787.6710940988988,912.9620374011846,808.5321233904137,1,644.2
id_MEX_219,MEX,787.6710940988988,734.861318678042,808.5321233904137,0,644.2
id_MEX_22,MEX,787.6710940988988,757.2414307150116,808.5321233904137,0,644.2
id_MEX_220,MEX,787.6710940988988,768.2100053626122,808.5321233904137,0,644.2
id_MEX_221,MEX,787.6710940988988,842.802971989209,808.5321233904137,1,644.2
id_MEX_222,MEX,787.6710940988988,767.0678200574531,808.5321233904137,0,644.2
id_MEX_223,MEX,787.6710940988988,759.5666253806514,808.5321233904137,0,644.2
id_MEX_224,MEX,787.6710940988988,902.7856796727784,808.5321233904137,1,644.2
id_MEX_225,MEX,787.6710940988988,883.8834781414353,808.5321233904137,1,644.2
id_MEX_226,MEX,787.6710940988988,844.256118821441,808.5321233904137,1,644.2
id_MEX_227,MEX,787.6710940988988,847.9409770318275,808.5321233904137,1,644.2
id_MEX_228,MEX,787.6710940988988,796.0970556995578,808.5321233904137,0,644.2
id_MEX_229,MEX,787.6710940988988,821.5784936614131,808.5321233904137,1,644.2
id_MEX_23,MEX,787.6710940988988,859.4369079575669,808.5321233904137,1,644.2
id_MEX_230,MEX,787.6710940988988,774.3794055862479,808.5321233904137,0,644.2
id_MEX_231,MEX,787.6710940988988,720.0772594823659,808.5321233904137,0,644.2
id_MEX_232,MEX,787.6710940988988,861.2939569235529,808.5321233904137,1,644.2
id_MEX_233,MEX,787.6710940988988,787.5305202327434,808.5321233904137,0,644.2
id_MEX_234,MEX,787.6710940988988,764.3288925508623,808.5321233904137,0,644.2
id_MEX_235,MEX,787.6710940988988,798.9765206642109,808.5321233904137,0,644.2
id_MEX_236,MEX,787.6710940988988,871.8410252771225,808.5321233904137,1,644.2
id_MEX_237,MEX,787.6710940988988,793.9442619145021,808.5321233904137,0,644.2
id_MEX_238,MEX,787.6710940988988,827.1184036669861,808.5321233904137,1,644.2
id_MEX_239,MEX,787.6710940988988,769.0696073537413,808.5321233904137,0,644.2
